index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,market,lot_size_65_days
703156,накладка для пеленания,https://www.wildberries.ru/catalog/0/search.aspx?search=накладка%20для%20пеленания&xsearch=true&xsearch=true&sort=popular,48.0,1162.3541666666667,397.0,3148.0,20.0,0.0,171.0,46.0,46.0,46.0,5.0,60.0,36.083333333333336,wb,120.0
703173,wolmar,https://www.wildberries.ru/catalog/0/search.aspx?search=wolmar&xsearch=true&xsearch=true&sort=popular,27.0,1764.8518518518522,705.0,4263.0,29.0,0.0,150.0,22.0,22.0,14.0,0.0,50.0,11.777777777777779,wb,136.0
703231,универсальный автомобильный подлокотник,https://www.wildberries.ru/catalog/0/search.aspx?search=универсальный%20автомобильный%20подлокотник&xsearch=true&xsearch=true&sort=popular,49.0,1802.3673469387757,1018.0,3304.0,6.0,0.0,42.0,11.0,9.0,7.0,0.0,53.0,31.142857142857146,ali,115.0
703545,высокоолеиновое масло,https://www.wildberries.ru/catalog/0/search.aspx?search=высокоолеиновое%20масло&xsearch=true&xsearch=true&sort=popular,10.0,509.4,377.0,656.0,69.0,0.0,573.0,7.0,7.0,7.0,0.0,63.0,27.1,wb,182.0
703564,лего транспортировщик,https://www.wildberries.ru/catalog/0/search.aspx?search=лего%20транспортировщик&xsearch=true&xsearch=true&sort=popular,8.0,2738.375,1429.0,4308.0,67.0,0.0,292.0,2.0,2.0,2.0,30.0,47.0,34.0,wb,198.0
703645,роскошь питания крем лореаль,https://www.wildberries.ru/catalog/0/search.aspx?search=роскошь%20питания%20крем%20лореаль&xsearch=true&xsearch=true&sort=popular,4.0,419.75,393.0,454.0,503.0,239.0,1120.0,4.0,4.0,4.0,40.0,45.0,42.5,wb,292.0
703759,стульчик для унитаза,https://www.wildberries.ru/catalog/0/search.aspx?search=стульчик%20для%20унитаза&xsearch=true&xsearch=true&sort=popular,10.0,2267.4,570.0,3065.0,32.0,0.0,167.0,10.0,10.0,10.0,27.0,59.0,48.4,wb,157.0
704107,пьяный бокал,https://www.wildberries.ru/catalog/0/search.aspx?search=пьяный%20бокал&xsearch=true&xsearch=true&sort=popular,21.0,1163.4761904761906,388.0,2227.0,20.0,0.0,139.0,21.0,21.0,21.0,3.0,68.0,40.476190476190474,wb,114.0
704167,кресло мешок макси,https://www.wildberries.ru/catalog/0/search.aspx?search=кресло%20мешок%20макси&xsearch=true&xsearch=true&sort=popular,63.0,1953.5079365079366,1412.0,2550.0,8.0,0.0,60.0,26.0,7.0,5.0,27.0,81.0,44.98412698412698,wb,124.0
704319,скамейка для ванной,https://www.wildberries.ru/catalog/0/search.aspx?search=скамейка%20для%20ванной&xsearch=true&xsearch=true&sort=popular,24.0,1178.9166666666667,479.0,2790.0,4.0,0.0,47.0,4.0,3.0,3.0,20.0,58.0,47.79166666666666,wb,95.0
704412,арт. 7870978.,https://www.wildberries.ru/catalog/0/search.aspx?search=арт.%207870978.&xsearch=true&xsearch=true&sort=popular,1.0,2390.0,2390.0,2390.0,608.0,608.0,608.0,1.0,1.0,1.0,17.0,17.0,17.0,wb,252.0
704440,альф роботы поезда,https://www.wildberries.ru/catalog/0/search.aspx?search=альф%20роботы%20поезда&xsearch=true&xsearch=true&sort=popular,18.0,499.66666666666674,358.0,799.0,12.0,0.0,49.0,12.0,12.0,12.0,0.0,51.0,44.33333333333334,wb,73.0
704579,питчер 600,https://www.wildberries.ru/catalog/0/search.aspx?search=питчер%20600&xsearch=true&xsearch=true&sort=popular,27.0,1106.4444444444443,400.0,1990.0,17.0,0.0,106.0,13.0,13.0,13.0,0.0,65.0,30.777777777777782,wb,105.0
704852,радио будильник электронные настольные,https://www.wildberries.ru/catalog/0/search.aspx?search=радио%20будильник%20электронные%20настольные&xsearch=true&xsearch=true&sort=popular,7.0,1794.7142857142858,1187.0,2990.0,18.0,0.0,43.0,5.0,5.0,5.0,0.0,79.0,60.57142857142857,ali,115.0
704900,портативный паяльник с цифровым,https://www.wildberries.ru/catalog/0/search.aspx?search=портативный%20паяльник%20с%20цифровым&xsearch=true&xsearch=true&sort=popular,6.0,1470.166666666667,725.0,3112.0,11.0,0.0,51.0,2.0,2.0,2.0,0.0,64.0,32.833333333333336,ali,106.0
704911,дефлекторы шевроле авео,https://www.wildberries.ru/catalog/0/search.aspx?search=дефлекторы%20шевроле%20авео&xsearch=true&xsearch=true&sort=popular,61.0,1868.688524590164,1181.0,3737.0,4.0,0.0,69.0,47.0,14.0,14.0,0.0,60.0,29.180327868852462,wb,123.0
704954,жребий праведных грешниц,https://www.wildberries.ru/catalog/0/search.aspx?search=жребий%20праведных%20грешниц&xsearch=true&xsearch=true&sort=popular,2.0,831.5,718.0,945.0,31.0,2.0,59.0,1.0,1.0,1.0,24.0,30.0,27.0,wb,86.0
705250,50 лучших книг в инфографике,https://www.wildberries.ru/catalog/0/search.aspx?search=50%20лучших%20книг%20в%20инфографике&xsearch=true&xsearch=true&sort=popular,3.0,1195.0,1137.0,1292.0,50.0,47.0,54.0,3.0,3.0,3.0,24.0,35.0,30.33333333333333,wb,97.0
