index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,market,lot_size_65_days
293215,подушка лось,https://www.wildberries.ru/catalog/0/search.aspx?search=подушка%20лось&xsearch=true&xsearch=true&sort=popular,10.0,1456.4,513.0,2937.0,241.0,0.0,2152.0,8.0,8.0,8.0,24.0,74.0,48.7,wb,540.0
293890,ле-гранд / портьера канвас,https://www.wildberries.ru/catalog/0/search.aspx?search=ле-гранд%20/%20портьера%20канвас&xsearch=true&xsearch=true&sort=popular,30.0,1901.2666666666669,1263.0,4055.0,7.0,0.0,44.0,10.0,10.0,6.0,39.0,59.0,53.33333333333334,wb,119.0
293977,книга ронда берн магия,https://www.wildberries.ru/catalog/0/search.aspx?search=книга%20ронда%20берн%20магия&xsearch=true&xsearch=true&sort=popular,1.0,477.0,477.0,477.0,269.0,269.0,269.0,1.0,1.0,1.0,30.0,30.0,30.0,wb,118.0
294043,метафорические карты довлатов,https://www.wildberries.ru/catalog/0/search.aspx?search=метафорические%20карты%20довлатов&xsearch=true&xsearch=true&sort=popular,6.0,1890.0,1710.0,2250.0,26.0,2.0,67.0,3.0,2.0,2.0,40.0,40.0,40.0,wb,123.0
294219,ирригатор с уф,https://www.wildberries.ru/catalog/0/search.aspx?search=ирригатор%20с%20уф&xsearch=true&xsearch=true&sort=popular,11.0,3172.7272727272725,2720.0,3990.0,24.0,0.0,77.0,8.0,7.0,2.0,0.0,61.0,40.45454545454545,wb,168.0
294404,монополия зеленая,https://www.wildberries.ru/catalog/0/search.aspx?search=монополия%20зеленая&xsearch=true&xsearch=true&sort=popular,6.0,651.1666666666666,451.0,829.0,31.0,0.0,123.0,2.0,2.0,2.0,0.0,74.0,53.16666666666666,wb,93.0
294483,шарфик для новорожденных (аксессуары для малышей),https://www.wildberries.ru/catalog/0/search.aspx?search=шарфик%20для%20новорожденных%20(аксессуары%20для%20малышей)&xsearch=true&xsearch=true&sort=popular,10.0,892.7,420.0,1825.0,93.0,0.0,580.0,10.0,10.0,10.0,10.0,70.0,45.8,wb,196.0
294752,папка а2,https://www.wildberries.ru/catalog/0/search.aspx?search=папка%20а2&xsearch=true&xsearch=true&sort=popular,44.0,1327.9318181818182,423.0,2623.0,27.0,0.0,401.0,39.0,38.0,28.0,0.0,66.0,22.34090909090909,wb,173.0
294777,топики для девочек 10 лет,https://www.wildberries.ru/catalog/0/search.aspx?search=топики%20для%20девочек%2010%20лет&xsearch=true&xsearch=true&sort=popular,19.0,840.8947368421052,391.0,1992.0,7.0,0.0,57.0,3.0,3.0,1.0,20.0,69.0,58.89473684210525,wb,86.0
295003,крем люмене,https://www.wildberries.ru/catalog/0/search.aspx?search=крем%20люмене&xsearch=true&xsearch=true&sort=popular,47.0,1162.063829787234,415.0,1999.0,19.0,0.0,316.0,27.0,8.0,4.0,0.0,47.0,12.72340425531915,wb,150.0
