index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,market,lot_size_65_days
835268,квадратные полки,https://www.wildberries.ru/catalog/0/search.aspx?search=квадратные%20полки&xsearch=true&xsearch=true&sort=popular,84.0,1809.0595238095239,1044.0,4080.0,4.0,0.0,70.0,6.0,3.0,3.0,0.0,74.0,35.642857142857146,wb,121.0
835493,василиса / комплект постельного белья из бязи евро,https://www.wildberries.ru/catalog/0/search.aspx?search=василиса%20/%20комплект%20постельного%20белья%20из%20бязи%20евро&xsearch=true&xsearch=true&sort=popular,53.0,1600.433962264151,1462.0,3178.0,46.0,0.0,529.0,40.0,37.0,23.0,65.0,75.0,73.15094339622641,wb,209.0
835588,кепка мма,https://www.wildberries.ru/catalog/0/search.aspx?search=кепка%20мма&xsearch=true&xsearch=true&sort=popular,9.0,1204.111111111111,822.0,2899.0,14.0,0.0,46.0,9.0,1.0,1.0,37.0,59.0,39.444444444444436,wb,96.0
835682,мистер персиваль,https://www.wildberries.ru/catalog/0/search.aspx?search=мистер%20персиваль&xsearch=true&xsearch=true&sort=popular,1.0,382.0,382.0,382.0,164.0,164.0,164.0,1.0,1.0,1.0,40.0,40.0,40.0,wb,93.0
836023,джинсы серые зарина,https://www.wildberries.ru/catalog/0/search.aspx?search=джинсы%20серые%20зарина&xsearch=true&xsearch=true&sort=popular,30.0,1573.466666666667,863.0,2599.0,48.0,0.0,193.0,30.0,30.0,30.0,0.0,56.0,31.5,wb,139.0
836156,надувной горшок,https://www.wildberries.ru/catalog/0/search.aspx?search=надувной%20горшок&xsearch=true&xsearch=true&sort=popular,8.0,1927.75,749.0,3423.0,1201.0,104.0,3270.0,8.0,8.0,8.0,0.0,51.0,28.375,wb,786.0
836214,постельное белье супергерои,https://www.wildberries.ru/catalog/0/search.aspx?search=постельное%20белье%20супергерои&xsearch=true&xsearch=true&sort=popular,25.0,1740.12,1275.0,2877.0,40.0,0.0,382.0,11.0,7.0,7.0,51.0,86.0,61.64,wb,183.0
836393,очиститель накипи для кофемашин,https://www.wildberries.ru/catalog/0/search.aspx?search=очиститель%20накипи%20для%20кофемашин&xsearch=true&xsearch=true&sort=popular,9.0,896.0,350.0,1784.0,105.0,0.0,412.0,6.0,6.0,6.0,10.0,25.0,21.11111111111111,wb,161.0
836693,оплетка на руль ваз,https://www.wildberries.ru/catalog/0/search.aspx?search=оплетка%20на%20руль%20ваз&xsearch=true&xsearch=true&sort=popular,80.0,778.475,384.0,1798.0,26.0,0.0,158.0,80.0,79.0,79.0,0.0,70.0,46.3625,wb,105.0
836863,рулонные шторы день-ночь 80,https://www.wildberries.ru/catalog/0/search.aspx?search=рулонные%20шторы%20день-ночь%2080&xsearch=true&xsearch=true&sort=popular,48.0,1240.4791666666667,749.0,2791.0,16.0,0.0,101.0,20.0,20.0,10.0,10.0,59.0,46.58333333333334,wb,109.0
836889,рюкзак золла,https://www.wildberries.ru/catalog/0/search.aspx?search=рюкзак%20золла&xsearch=true&xsearch=true&sort=popular,9.0,1311.3333333333333,845.0,1839.0,24.0,1.0,137.0,4.0,4.0,1.0,10.0,53.0,29.88888888888889,wb,118.0
837059,чехол на ред и 9с,https://www.wildberries.ru/catalog/0/search.aspx?search=чехол%20на%20ред%20и%209с&xsearch=true&xsearch=true&sort=popular,5.0,522.2,441.0,608.0,33.0,0.0,71.0,3.0,3.0,2.0,63.0,81.0,73.8,wb,78.0
837078,масло оливковое тунис,https://www.wildberries.ru/catalog/0/search.aspx?search=масло%20оливковое%20тунис&xsearch=true&xsearch=true&sort=popular,11.0,685.6363636363636,411.0,1007.0,20.0,0.0,142.0,5.0,3.0,2.0,16.0,70.0,50.36363636363637,wb,98.0
837176,корректор осанки для письма и чтения,https://www.wildberries.ru/catalog/0/search.aspx?search=корректор%20осанки%20для%20письма%20и%20чтения&xsearch=true&xsearch=true&sort=popular,9.0,844.7777777777777,530.0,1027.0,33.0,0.0,63.0,8.0,6.0,4.0,28.0,73.0,56.0,wb,87.0
837226,джордж клейсон,https://www.wildberries.ru/catalog/0/search.aspx?search=джордж%20клейсон&xsearch=true&xsearch=true&sort=popular,3.0,629.6666666666666,429.0,898.0,42.0,23.0,63.0,3.0,3.0,2.0,30.0,30.0,30.0,wb,80.0
837291,сотри возраст,https://www.wildberries.ru/catalog/0/search.aspx?search=сотри%20возраст&xsearch=true&xsearch=true&sort=popular,1.0,1360.0,1360.0,1360.0,44.0,44.0,44.0,1.0,1.0,1.0,25.0,25.0,25.0,wb,101.0
837494,трико для гимнастики,https://www.wildberries.ru/catalog/0/search.aspx?search=трико%20для%20гимнастики&xsearch=true&xsearch=true&sort=popular,23.0,765.1304347826087,424.0,1190.0,18.0,0.0,110.0,14.0,7.0,7.0,0.0,66.0,35.47826086956522,wb,95.0
837626,ёбатон суфле,https://www.wildberries.ru/catalog/0/search.aspx?search=ёбатон%20суфле&xsearch=true&xsearch=true&sort=popular,27.0,762.0,436.0,917.0,149.0,7.0,855.0,26.0,26.0,26.0,0.0,32.0,21.296296296296298,wb,248.0
837633,силиконовый бортик на кроватку,https://www.wildberries.ru/catalog/0/search.aspx?search=силиконовый%20бортик%20на%20кроватку&xsearch=true&xsearch=true&sort=popular,5.0,2284.0,520.0,3195.0,13.0,0.0,61.0,5.0,5.0,5.0,20.0,76.0,61.2,wb,135.0
837852,точилка для зубов,https://www.wildberries.ru/catalog/0/search.aspx?search=точилка%20для%20зубов&xsearch=true&xsearch=true&sort=popular,11.0,1061.0,525.0,2777.0,229.0,0.0,1259.0,11.0,9.0,9.0,0.0,97.0,41.72727272727273,ali,342.0
837879,мусор мелик пашаев,https://www.wildberries.ru/catalog/0/search.aspx?search=мусор%20мелик%20пашаев&xsearch=true&xsearch=true&sort=popular,1.0,850.0,850.0,850.0,60.0,60.0,60.0,1.0,1.0,1.0,15.0,15.0,15.0,wb,87.0
