index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount
857278,fact пенка,https://www.wildberries.ru/catalog/0/search.aspx?search=fact%20пенка&xsearch=true&xsearch=true&sort=popular,4.0,557.25,420.0,678.0,281.0,0.0,750.0,3.0,3.0,3.0,51.0,66.0,59.75
857349,тени буржуа,https://www.wildberries.ru/catalog/0/search.aspx?search=тени%20буржуа&xsearch=true&xsearch=true&sort=popular,16.0,784.3125,533.0,1399.0,44.0,2.0,326.0,15.0,15.0,6.0,0.0,22.0,7.1875
857634,gloryes порошок,https://www.wildberries.ru/catalog/0/search.aspx?search=gloryes%20порошок&xsearch=true&xsearch=true&sort=popular,3.0,645.3333333333334,507.0,922.0,79.0,40.0,110.0,3.0,3.0,3.0,10.0,19.0,13.0
857701,скатерть 90 на 70,https://www.wildberries.ru/catalog/0/search.aspx?search=скатерть%2090%20на%2070&xsearch=true&xsearch=true&sort=popular,10.0,1334.4,515.0,2541.0,23.0,11.0,40.0,10.0,7.0,5.0,0.0,77.0,37.3
857706,поильник с грузиком,https://www.wildberries.ru/catalog/0/search.aspx?search=поильник%20с%20грузиком&xsearch=true&xsearch=true&sort=popular,7.0,706.0,567.0,919.0,22.0,1.0,60.0,4.0,3.0,2.0,0.0,65.0,39.42857142857143
857859,бутикерия,https://www.wildberries.ru/catalog/0/search.aspx?search=бутикерия&xsearch=true&xsearch=true&sort=popular,46.0,1569.7391304347825,681.0,2401.0,17.0,0.0,93.0,21.0,15.0,9.0,51.0,85.0,66.3695652173913
857968,печать переделывай,https://www.wildberries.ru/catalog/0/search.aspx?search=печать%20переделывай&xsearch=true&xsearch=true&sort=popular,5.0,657.0,593.0,750.0,48.0,5.0,114.0,5.0,5.0,5.0,49.0,85.0,60.6
858007,пантовигар,https://www.wildberries.ru/catalog/0/search.aspx?search=пантовигар&xsearch=true&xsearch=true&sort=popular,6.0,1129.5,620.0,1782.0,61.0,0.0,179.0,4.0,4.0,4.0,0.0,60.0,37.333333333333336
858053,силикагелевый наполнитель 10л,https://www.wildberries.ru/catalog/0/search.aspx?search=силикагелевый%20наполнитель%2010л&xsearch=true&xsearch=true&sort=popular,12.0,1113.6666666666667,662.0,1909.0,91.0,0.0,445.0,12.0,12.0,12.0,0.0,57.0,26.25
858460,пэчворк настольная игра,https://www.wildberries.ru/catalog/0/search.aspx?search=пэчворк%20настольная%20игра&xsearch=true&xsearch=true&sort=popular,1.0,1395.0,1395.0,1395.0,54.0,54.0,54.0,1.0,1.0,1.0,10.0,10.0,10.0
858862,наколенники черные детские,https://www.wildberries.ru/catalog/0/search.aspx?search=наколенники%20черные%20детские&xsearch=true&xsearch=true&sort=popular,4.0,1026.75,448.0,1712.0,21.0,0.0,66.0,2.0,1.0,1.0,40.0,66.0,54.5
858937,технопарк сапсан,https://www.wildberries.ru/catalog/0/search.aspx?search=технопарк%20сапсан&xsearch=true&xsearch=true&sort=popular,1.0,364.0,364.0,364.0,135.0,135.0,135.0,1.0,1.0,1.0,20.0,20.0,20.0
859442,карандаш для веснушек,https://www.wildberries.ru/catalog/0/search.aspx?search=карандаш%20для%20веснушек&xsearch=true&xsearch=true&sort=popular,3.0,521.6666666666666,502.0,549.0,89.0,1.0,245.0,2.0,1.0,1.0,15.0,44.0,29.66666666666667
859574,путешествие в икстлан,https://www.wildberries.ru/catalog/0/search.aspx?search=путешествие%20в%20икстлан&xsearch=true&xsearch=true&sort=popular,4.0,862.0,390.0,1450.0,48.0,18.0,81.0,4.0,3.0,3.0,0.0,0.0,0.0
859939,amici,https://www.wildberries.ru/catalog/0/search.aspx?search=amici&xsearch=true&xsearch=true&sort=popular,31.0,926.2903225806452,379.0,1680.0,11.0,0.0,149.0,3.0,3.0,3.0,30.0,62.0,32.12903225806452
860138,занавески в комнату шторы и аксессуары,https://www.wildberries.ru/catalog/0/search.aspx?search=занавески%20в%20комнату%20шторы%20и%20аксессуары&xsearch=true&xsearch=true&sort=popular,11.0,2116.5454545454545,1963.0,2374.0,49.0,1.0,119.0,10.0,9.0,9.0,66.0,71.0,68.9090909090909
860372,постельное белье гари потер,https://www.wildberries.ru/catalog/0/search.aspx?search=постельное%20белье%20гари%20потер&xsearch=true&xsearch=true&sort=popular,12.0,2132.25,1716.0,2597.0,154.0,2.0,703.0,6.0,6.0,6.0,62.0,80.0,69.41666666666667
860429,аюрведическая медная бутылка,https://www.wildberries.ru/catalog/0/search.aspx?search=аюрведическая%20медная%20бутылка&xsearch=true&xsearch=true&sort=popular,1.0,1322.0,1322.0,1322.0,59.0,59.0,59.0,1.0,1.0,1.0,61.0,61.0,61.0
860623,terrapon,https://www.wildberries.ru/catalog/0/search.aspx?search=terrapon&xsearch=true&xsearch=true&sort=popular,2.0,1288.0,1049.0,1527.0,136.0,0.0,271.0,1.0,1.0,1.0,0.0,10.0,5.0
860652,кулон арвен,https://www.wildberries.ru/catalog/0/search.aspx?search=кулон%20арвен&xsearch=true&xsearch=true&sort=popular,6.0,449.33333333333326,365.0,690.0,15.0,0.0,47.0,4.0,4.0,1.0,0.0,63.0,43.0
860690,гектор от тараканов,https://www.wildberries.ru/catalog/0/search.aspx?search=гектор%20от%20тараканов&xsearch=true&xsearch=true&sort=popular,37.0,1368.5675675675675,532.0,2076.0,2650.0,0.0,9231.0,37.0,37.0,37.0,0.0,51.0,36.864864864864856
860868,отражатель для фотосъемки баланс,https://www.wildberries.ru/catalog/0/search.aspx?search=отражатель%20для%20фотосъемки%20баланс&xsearch=true&xsearch=true&sort=popular,9.0,1203.3333333333333,954.0,1676.0,27.0,10.0,68.0,8.0,7.0,2.0,0.0,59.0,32.666666666666664
861180,покрывало с принцессами,https://www.wildberries.ru/catalog/0/search.aspx?search=покрывало%20с%20принцессами&xsearch=true&xsearch=true&sort=popular,34.0,1270.8235294117646,489.0,2708.0,18.0,0.0,66.0,26.0,14.0,9.0,17.0,68.0,47.88235294117647
861382,спермаплант,https://www.wildberries.ru/catalog/0/search.aspx?search=спермаплант&xsearch=true&xsearch=true&sort=popular,7.0,1451.428571428571,448.0,2690.0,18.0,0.0,43.0,1.0,1.0,1.0,10.0,51.0,35.142857142857146
861496,карандаш пупа 004,https://www.wildberries.ru/catalog/0/search.aspx?search=карандаш%20пупа%20004&xsearch=true&xsearch=true&sort=popular,10.0,556.5,494.0,904.0,134.0,3.0,1047.0,8.0,6.0,4.0,10.0,54.0,18.2
861570,холщовый пенал на молнии,https://www.wildberries.ru/catalog/0/search.aspx?search=холщовый%20пенал%20на%20молнии&xsearch=true&xsearch=true&sort=popular,15.0,488.6,374.0,558.0,21.0,9.0,40.0,4.0,4.0,2.0,25.0,62.0,34.4
862011,сердце хирурга углов,https://www.wildberries.ru/catalog/0/search.aspx?search=сердце%20хирурга%20углов&xsearch=true&xsearch=true&sort=popular,1.0,420.0,420.0,420.0,102.0,102.0,102.0,1.0,1.0,1.0,20.0,20.0,20.0
862343,g-shock мужские часы,https://www.wildberries.ru/catalog/0/search.aspx?search=g-shock%20мужские%20часы&xsearch=true&xsearch=true&sort=popular,38.0,754.0263157894735,426.0,1409.0,13.0,0.0,273.0,15.0,4.0,3.0,10.0,85.0,50.57894736842106
862382,биркенштоки афродита,https://www.wildberries.ru/catalog/0/search.aspx?search=биркенштоки%20афродита&xsearch=true&xsearch=true&sort=popular,8.0,636.75,565.0,652.0,203.0,13.0,485.0,8.0,8.0,8.0,47.0,54.0,49.625
862678,алерана маска,https://www.wildberries.ru/catalog/0/search.aspx?search=алерана%20маска&xsearch=true&xsearch=true&sort=popular,5.0,722.6,537.0,1077.0,113.0,0.0,292.0,2.0,2.0,2.0,0.0,50.0,14.6
862793,антикошка,https://www.wildberries.ru/catalog/0/search.aspx?search=антикошка&xsearch=true&xsearch=true&sort=popular,6.0,1219.3333333333333,359.0,1680.0,36.0,4.0,118.0,6.0,6.0,6.0,0.0,98.0,36.833333333333336
862926,очки виртуальной реальности для пк,https://www.wildberries.ru/catalog/0/search.aspx?search=очки%20виртуальной%20реальности%20для%20пк&xsearch=true&xsearch=true&sort=popular,11.0,1242.6363636363635,366.0,2700.0,26.0,0.0,168.0,5.0,3.0,3.0,30.0,79.0,55.18181818181818
862969,мышеловка игра,https://www.wildberries.ru/catalog/0/search.aspx?search=мышеловка%20игра&xsearch=true&xsearch=true&sort=popular,14.0,952.1428571428572,357.0,2190.0,9.0,0.0,55.0,5.0,5.0,3.0,0.0,68.0,38.5
863068,стеклянная форма для запекания квадратная,https://www.wildberries.ru/catalog/0/search.aspx?search=стеклянная%20форма%20для%20запекания%20квадратная&xsearch=true&xsearch=true&sort=popular,23.0,872.5217391304348,372.0,1618.0,58.0,0.0,332.0,22.0,22.0,22.0,0.0,77.0,33.69565217391305
863109,нож складной (аксессуары),https://www.wildberries.ru/catalog/0/search.aspx?search=нож%20складной%20(аксессуары)&xsearch=true&xsearch=true&sort=popular,31.0,811.1612903225806,449.0,2855.0,10.0,0.0,40.0,31.0,31.0,31.0,0.0,74.0,21.354838709677423
863282,покрывало пони,https://www.wildberries.ru/catalog/0/search.aspx?search=покрывало%20пони&xsearch=true&xsearch=true&sort=popular,6.0,1446.166666666667,1236.0,1597.0,21.0,1.0,69.0,3.0,2.0,2.0,55.0,75.0,64.66666666666667
863394,краник для банки,https://www.wildberries.ru/catalog/0/search.aspx?search=краник%20для%20банки&xsearch=true&xsearch=true&sort=popular,11.0,1138.909090909091,355.0,2002.0,61.0,6.0,395.0,11.0,11.0,11.0,0.0,60.0,24.818181818181817
863729,кодекс братана,https://www.wildberries.ru/catalog/0/search.aspx?search=кодекс%20братана&xsearch=true&xsearch=true&sort=popular,1.0,410.0,410.0,410.0,46.0,46.0,46.0,1.0,1.0,1.0,18.0,18.0,18.0
863905,унигрунт,https://www.wildberries.ru/catalog/0/search.aspx?search=унигрунт&xsearch=true&xsearch=true&sort=popular,1.0,602.0,602.0,602.0,94.0,94.0,94.0,1.0,1.0,1.0,61.0,61.0,61.0
863940,браслет а4,https://www.wildberries.ru/catalog/0/search.aspx?search=браслет%20а4&xsearch=true&xsearch=true&sort=popular,17.0,613.3529411764706,396.0,1230.0,10.0,0.0,67.0,3.0,3.0,3.0,15.0,62.0,26.058823529411764
864007,электрогитара с ремнем гитарный,https://www.wildberries.ru/catalog/0/search.aspx?search=электрогитара%20с%20ремнем%20гитарный&xsearch=true&xsearch=true&sort=popular,50.0,1204.06,548.0,2000.0,7.0,0.0,99.0,10.0,3.0,2.0,0.0,73.0,45.98
864206,сланцы пума,https://www.wildberries.ru/catalog/0/search.aspx?search=сланцы%20пума&xsearch=true&xsearch=true&sort=popular,13.0,1069.6153846153843,863.0,1338.0,56.0,0.0,256.0,4.0,4.0,4.0,38.0,53.0,43.92307692307693
864487,авто светодиодный t лампочка,https://www.wildberries.ru/catalog/0/search.aspx?search=авто%20светодиодный%20t%20лампочка&xsearch=true&xsearch=true&sort=popular,7.0,582.5714285714286,480.0,767.0,18.0,0.0,50.0,5.0,5.0,5.0,23.0,40.0,32.857142857142854
864562,л в в мини,https://www.wildberries.ru/catalog/0/search.aspx?search=л%20в%20в%20мини&xsearch=true&xsearch=true&sort=popular,6.0,539.1666666666666,389.0,957.0,377.0,3.0,1795.0,4.0,2.0,2.0,43.0,66.0,49.33333333333334
864565,петронелла,https://www.wildberries.ru/catalog/0/search.aspx?search=петронелла&xsearch=true&xsearch=true&sort=popular,13.0,440.07692307692315,357.0,576.0,40.0,0.0,162.0,12.0,12.0,7.0,0.0,41.0,27.538461538461537
864577,рисунок на холсте стену,https://www.wildberries.ru/catalog/0/search.aspx?search=рисунок%20на%20холсте%20стену&xsearch=true&xsearch=true&sort=popular,20.0,810.6,369.0,1446.0,13.0,0.0,75.0,19.0,19.0,12.0,40.0,66.0,59.45
864981,книжки обнимашки,https://www.wildberries.ru/catalog/0/search.aspx?search=книжки%20обнимашки&xsearch=true&xsearch=true&sort=popular,5.0,541.0,513.0,548.0,28.0,5.0,89.0,3.0,2.0,1.0,37.0,41.0,37.8
865002,перфорированный тейп,https://www.wildberries.ru/catalog/0/search.aspx?search=перфорированный%20тейп&xsearch=true&xsearch=true&sort=popular,45.0,828.9555555555555,438.0,2876.0,47.0,1.0,324.0,38.0,27.0,22.0,0.0,88.0,65.06666666666666
