index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount
117437,рулонные шторы 34 см,https://www.wildberries.ru/catalog/0/search.aspx?search=рулонные%20шторы%2034%20см&xsearch=true&xsearch=true&sort=popular,69.0,1180.6811594202898,625.0,1925.0,13.0,0.0,103.0,33.0,21.0,19.0,18.0,71.0,40.10144927536232
117481,гузель яхина дети мои,https://www.wildberries.ru/catalog/0/search.aspx?search=гузель%20яхина%20дети%20мои&xsearch=true&xsearch=true&sort=popular,2.0,548.0,548.0,548.0,718.0,239.0,1196.0,2.0,2.0,2.0,20.0,20.0,20.0
117526,магия утра. как первый час дня определяет ваш успех,https://www.wildberries.ru/catalog/0/search.aspx?search=магия%20утра.%20как%20первый%20час%20дня%20определяет%20ваш%20успех&xsearch=true&xsearch=true&sort=popular,1.0,848.0,848.0,848.0,708.0,708.0,708.0,1.0,1.0,1.0,31.0,31.0,31.0
117545,накидка для компьютерного кресла,https://www.wildberries.ru/catalog/0/search.aspx?search=накидка%20для%20компьютерного%20кресла&xsearch=true&xsearch=true&sort=popular,34.0,692.6764705882354,357.0,2550.0,13.0,0.0,52.0,32.0,30.0,30.0,28.0,98.0,65.88235294117646
117555,тричуп капсулы,https://www.wildberries.ru/catalog/0/search.aspx?search=тричуп%20капсулы&xsearch=true&xsearch=true&sort=popular,9.0,840.7777777777777,688.0,1104.0,18.0,0.0,140.0,1.0,1.0,1.0,0.0,44.0,17.555555555555557
117585,бутылка для воды с авокадо,https://www.wildberries.ru/catalog/0/search.aspx?search=бутылка%20для%20воды%20с%20авокадо&xsearch=true&xsearch=true&sort=popular,18.0,591.9444444444445,350.0,937.0,10.0,0.0,51.0,13.0,12.0,3.0,10.0,76.0,45.72222222222222
118054,робот гига 7,https://www.wildberries.ru/catalog/0/search.aspx?search=робот%20гига%207&xsearch=true&xsearch=true&sort=popular,20.0,1602.7,923.0,2499.0,43.0,0.0,155.0,17.0,16.0,16.0,0.0,65.0,26.7
118165,термопривод климат 100,https://www.wildberries.ru/catalog/0/search.aspx?search=термопривод%20климат%20100&xsearch=true&xsearch=true&sort=popular,1.0,1140.0,1140.0,1140.0,2139.0,2139.0,2139.0,1.0,1.0,1.0,76.0,76.0,76.0
118226,джерард уэй,https://www.wildberries.ru/catalog/0/search.aspx?search=джерард%20уэй&xsearch=true&xsearch=true&sort=popular,3.0,1199.3333333333333,913.0,1363.0,22.0,2.0,58.0,1.0,1.0,1.0,0.0,25.0,8.333333333333334
118342,единорог в яйце,https://www.wildberries.ru/catalog/0/search.aspx?search=единорог%20в%20яйце&xsearch=true&xsearch=true&sort=popular,7.0,2218.285714285714,1283.0,2991.0,20.0,1.0,83.0,4.0,4.0,4.0,14.0,45.0,35.57142857142857
118363,диспенсер для бахилы машина,https://www.wildberries.ru/catalog/0/search.aspx?search=диспенсер%20для%20бахилы%20машина&xsearch=true&xsearch=true&sort=popular,2.0,533.0,492.0,574.0,35.0,7.0,62.0,2.0,2.0,2.0,23.0,30.0,26.5
118460,рецептурный силиконовый кулинарный коврик 46х66 для раскатки и выпечки с идеальным прилеганием,https://www.wildberries.ru/catalog/0/search.aspx?search=рецептурный%20силиконовый%20кулинарный%20коврик%2046х66%20для%20раскатки%20и%20выпечки%20с%20идеальным%20прилеганием&xsearch=true&xsearch=true&sort=popular,3.0,695.6666666666665,451.0,1020.0,2768.0,4.0,7899.0,2.0,2.0,2.0,19.0,79.0,56.66666666666666
118635,туш исадора,https://www.wildberries.ru/catalog/0/search.aspx?search=туш%20исадора&xsearch=true&xsearch=true&sort=popular,33.0,1184.909090909091,467.0,2522.0,19.0,0.0,128.0,20.0,11.0,8.0,5.0,58.0,24.12121212121212
119076,носки непарные,https://www.wildberries.ru/catalog/0/search.aspx?search=носки%20непарные&xsearch=true&xsearch=true&sort=popular,77.0,849.1428571428571,392.0,950.0,20.0,0.0,569.0,75.0,75.0,75.0,0.0,58.0,5.727272727272728
119207,обруч алюминевый,https://www.wildberries.ru/catalog/0/search.aspx?search=обруч%20алюминевый&xsearch=true&xsearch=true&sort=popular,14.0,822.2142857142858,362.0,1529.0,15.0,0.0,119.0,5.0,5.0,1.0,30.0,72.0,46.42857142857143
119227,гантели для женщин фитнес,https://www.wildberries.ru/catalog/0/search.aspx?search=гантели%20для%20женщин%20фитнес&xsearch=true&xsearch=true&sort=popular,2.0,987.5,800.0,1175.0,72.0,44.0,99.0,2.0,2.0,2.0,40.0,40.0,40.0
119291,горячев информатика,https://www.wildberries.ru/catalog/0/search.aspx?search=горячев%20информатика&xsearch=true&xsearch=true&sort=popular,5.0,649.6,539.0,688.0,19.0,1.0,49.0,3.0,2.0,2.0,13.0,23.0,18.6
119308,маска голубя,https://www.wildberries.ru/catalog/0/search.aspx?search=маска%20голубя&xsearch=true&xsearch=true&sort=popular,1.0,1010.0,1010.0,1010.0,45.0,45.0,45.0,1.0,1.0,1.0,78.0,78.0,78.0
119324,короб для хранения 30х30х30,https://www.wildberries.ru/catalog/0/search.aspx?search=короб%20для%20хранения%2030х30х30&xsearch=true&xsearch=true&sort=popular,8.0,515.875,380.0,760.0,90.0,1.0,330.0,6.0,6.0,3.0,24.0,76.0,51.75
119397,твизеры,https://www.wildberries.ru/catalog/0/search.aspx?search=твизеры&xsearch=true&xsearch=true&sort=popular,12.0,839.4166666666665,442.0,1916.0,29.0,2.0,93.0,11.0,8.0,8.0,28.0,70.0,54.33333333333334
119791,джинсы женские с высокой посадкой остин,https://www.wildberries.ru/catalog/0/search.aspx?search=джинсы%20женские%20с%20высокой%20посадкой%20остин&xsearch=true&xsearch=true&sort=popular,36.0,1365.0833333333333,764.0,2799.0,23.0,0.0,96.0,36.0,36.0,12.0,0.0,66.0,41.305555555555564
119904,энергетик адреналин,https://www.wildberries.ru/catalog/0/search.aspx?search=энергетик%20адреналин&xsearch=true&xsearch=true&sort=popular,6.0,942.6666666666665,464.0,1820.0,18.0,0.0,69.0,3.0,3.0,3.0,23.0,65.0,33.833333333333336
120129,подушка адель,https://www.wildberries.ru/catalog/0/search.aspx?search=подушка%20адель&xsearch=true&xsearch=true&sort=popular,11.0,716.9090909090909,422.0,1108.0,26.0,1.0,83.0,11.0,11.0,11.0,6.0,10.0,7.090909090909091
120502,накладка грызунок,https://www.wildberries.ru/catalog/0/search.aspx?search=накладка%20грызунок&xsearch=true&xsearch=true&sort=popular,6.0,810.6666666666665,392.0,988.0,41.0,3.0,196.0,2.0,2.0,2.0,20.0,24.0,22.66666666666667
120688,тональный крем elian,https://www.wildberries.ru/catalog/0/search.aspx?search=тональный%20крем%20elian&xsearch=true&xsearch=true&sort=popular,7.0,647.4285714285714,431.0,798.0,55.0,19.0,107.0,7.0,7.0,5.0,5.0,51.0,26.142857142857146
120738,джойстик ps2,https://www.wildberries.ru/catalog/0/search.aspx?search=джойстик%20ps2&xsearch=true&xsearch=true&sort=popular,4.0,913.5,760.0,1050.0,20.0,3.0,42.0,4.0,4.0,2.0,0.0,33.0,15.75
120780,беллакт 6-12,https://www.wildberries.ru/catalog/0/search.aspx?search=беллакт%206-12&xsearch=true&xsearch=true&sort=popular,4.0,506.75,414.0,629.0,217.0,9.0,734.0,4.0,4.0,4.0,29.0,36.0,33.0
121038,молочная каша агуша,https://www.wildberries.ru/catalog/0/search.aspx?search=молочная%20каша%20агуша&xsearch=true&xsearch=true&sort=popular,8.0,635.875,562.0,711.0,30.0,2.0,77.0,4.0,4.0,3.0,5.0,32.0,16.75
121087,нож для заготовки кожи,https://www.wildberries.ru/catalog/0/search.aspx?search=нож%20для%20заготовки%20кожи&xsearch=true&xsearch=true&sort=popular,18.0,779.3333333333335,700.0,784.0,3.0,0.0,41.0,1.0,1.0,1.0,30.0,60.0,58.33333333333334
121096,воскоплав аравия,https://www.wildberries.ru/catalog/0/search.aspx?search=воскоплав%20аравия&xsearch=true&xsearch=true&sort=popular,2.0,1862.0,1853.0,1871.0,112.0,74.0,149.0,2.0,2.0,2.0,30.0,35.0,32.5
121139,ремня безопасности для беременных,https://www.wildberries.ru/catalog/0/search.aspx?search=ремня%20безопасности%20для%20беременных&xsearch=true&xsearch=true&sort=popular,11.0,2258.0,883.0,2880.0,14.0,1.0,61.0,9.0,4.0,1.0,5.0,61.0,38.09090909090909
121398,мешок для бутс,https://www.wildberries.ru/catalog/0/search.aspx?search=мешок%20для%20бутс&xsearch=true&xsearch=true&sort=popular,3.0,2194.0,2156.0,2270.0,59.0,46.0,74.0,3.0,3.0,3.0,5.0,9.0,7.666666666666668
121563,хомяк повторюшка,https://www.wildberries.ru/catalog/0/search.aspx?search=хомяк%20повторюшка&xsearch=true&xsearch=true&sort=popular,78.0,889.3717948717949,407.0,1899.0,17.0,0.0,122.0,54.0,53.0,53.0,0.0,85.0,40.6025641025641
121738,волшебное зеркало ленорман,https://www.wildberries.ru/catalog/0/search.aspx?search=волшебное%20зеркало%20ленорман&xsearch=true&xsearch=true&sort=popular,4.0,818.5,654.0,1030.0,51.0,0.0,174.0,3.0,3.0,1.0,0.0,28.0,19.75
121843,фагогин,https://www.wildberries.ru/catalog/0/search.aspx?search=фагогин&xsearch=true&xsearch=true&sort=popular,1.0,850.0,850.0,850.0,207.0,207.0,207.0,1.0,1.0,1.0,32.0,32.0,32.0
121903,canagan,https://www.wildberries.ru/catalog/0/search.aspx?search=canagan&xsearch=true&xsearch=true&sort=popular,82.0,1513.4878048780488,431.0,2504.0,3.0,0.0,52.0,1.0,1.0,1.0,77.0,83.0,77.41463414634147
121955,бустер для похудения,https://www.wildberries.ru/catalog/0/search.aspx?search=бустер%20для%20похудения&xsearch=true&xsearch=true&sort=popular,16.0,937.9375,390.0,2664.0,36.0,0.0,152.0,16.0,15.0,14.0,0.0,58.0,40.0
122041,гладь люби хвали,https://www.wildberries.ru/catalog/0/search.aspx?search=гладь%20люби%20хвали&xsearch=true&xsearch=true&sort=popular,2.0,677.0,677.0,677.0,203.0,117.0,289.0,2.0,2.0,2.0,25.0,25.0,25.0
122357,игра пьяная рулетка,https://www.wildberries.ru/catalog/0/search.aspx?search=игра%20пьяная%20рулетка&xsearch=true&xsearch=true&sort=popular,25.0,1327.92,380.0,2220.0,11.0,0.0,98.0,7.0,4.0,2.0,0.0,83.0,38.88
122508,точилка турбо,https://www.wildberries.ru/catalog/0/search.aspx?search=точилка%20турбо&xsearch=true&xsearch=true&sort=popular,16.0,1282.125,841.0,2082.0,15.0,0.0,51.0,7.0,5.0,3.0,0.0,55.0,31.1875
122706,молочко для тела зейтун,https://www.wildberries.ru/catalog/0/search.aspx?search=молочко%20для%20тела%20зейтун&xsearch=true&xsearch=true&sort=popular,18.0,800.1666666666665,438.0,1291.0,110.0,11.0,690.0,18.0,16.0,16.0,40.0,79.0,64.22222222222223
122830,пистолет для подкачки колес,https://www.wildberries.ru/catalog/0/search.aspx?search=пистолет%20для%20подкачки%20колес&xsearch=true&xsearch=true&sort=popular,4.0,801.5,543.0,1395.0,127.0,13.0,342.0,4.0,4.0,4.0,19.0,41.0,31.75
123032,реминерализация эмали гель,https://www.wildberries.ru/catalog/0/search.aspx?search=реминерализация%20эмали%20гель&xsearch=true&xsearch=true&sort=popular,15.0,930.7333333333332,376.0,1378.0,500.0,15.0,2924.0,15.0,15.0,15.0,14.0,55.0,34.13333333333333
123100,красный куб гирлянда,https://www.wildberries.ru/catalog/0/search.aspx?search=красный%20куб%20гирлянда&xsearch=true&xsearch=true&sort=popular,7.0,749.7142857142858,480.0,1299.0,9.0,0.0,52.0,1.0,1.0,1.0,48.0,60.0,53.714285714285715
123223,рулонная штора 74,https://www.wildberries.ru/catalog/0/search.aspx?search=рулонная%20штора%2074&xsearch=true&xsearch=true&sort=popular,6.0,860.1666666666665,727.0,964.0,66.0,24.0,106.0,6.0,6.0,4.0,37.0,43.0,39.833333333333336
123681,подставка для торта свадебный,https://www.wildberries.ru/catalog/0/search.aspx?search=подставка%20для%20торта%20свадебный&xsearch=true&xsearch=true&sort=popular,11.0,1073.2727272727273,395.0,2992.0,8.0,0.0,40.0,5.0,4.0,4.0,31.0,70.0,52.36363636363637
123755,стельки ортопед,https://www.wildberries.ru/catalog/0/search.aspx?search=стельки%20ортопед&xsearch=true&xsearch=true&sort=popular,11.0,727.4545454545455,359.0,1350.0,17.0,0.0,53.0,6.0,6.0,6.0,36.0,76.0,54.09090909090909
124054,vishi шампунь пилинг,https://www.wildberries.ru/catalog/0/search.aspx?search=vishi%20шампунь%20пилинг&xsearch=true&xsearch=true&sort=popular,1.0,1034.0,1034.0,1034.0,419.0,419.0,419.0,1.0,1.0,1.0,5.0,5.0,5.0
124276,bcaa rline,https://www.wildberries.ru/catalog/0/search.aspx?search=bcaa%20rline&xsearch=true&xsearch=true&sort=popular,31.0,1196.6451612903227,594.0,2346.0,36.0,0.0,708.0,13.0,13.0,8.0,19.0,25.0,23.967741935483872
124285,стиральный порошок гарден,https://www.wildberries.ru/catalog/0/search.aspx?search=стиральный%20порошок%20гарден&xsearch=true&xsearch=true&sort=popular,3.0,415.66666666666674,350.0,540.0,313.0,36.0,778.0,3.0,3.0,3.0,35.0,52.0,45.66666666666666
124378,оптибей,https://www.wildberries.ru/catalog/0/search.aspx?search=оптибей&xsearch=true&xsearch=true&sort=popular,6.0,468.0,360.0,539.0,23.0,14.0,51.0,6.0,2.0,2.0,55.0,76.0,64.5
124533,тефлоновая насадка,https://www.wildberries.ru/catalog/0/search.aspx?search=тефлоновая%20насадка&xsearch=true&xsearch=true&sort=popular,12.0,551.1666666666666,413.0,891.0,30.0,0.0,150.0,11.0,11.0,7.0,0.0,65.0,25.16666666666667
124570,воспитание без криков и наказаний,https://www.wildberries.ru/catalog/0/search.aspx?search=воспитание%20без%20криков%20и%20наказаний&xsearch=true&xsearch=true&sort=popular,2.0,489.0,438.0,540.0,143.0,3.0,282.0,1.0,1.0,1.0,34.0,35.0,34.5
124892,фальшгалстук,https://www.wildberries.ru/catalog/0/search.aspx?search=фальшгалстук&xsearch=true&xsearch=true&sort=popular,4.0,2136.0,1575.0,2889.0,27.0,0.0,82.0,3.0,2.0,2.0,62.0,66.0,64.75
125029,овощерезка капустная,https://www.wildberries.ru/catalog/0/search.aspx?search=овощерезка%20капустная&xsearch=true&xsearch=true&sort=popular,19.0,827.3684210526317,404.0,1414.0,15.0,0.0,131.0,19.0,18.0,17.0,0.0,82.0,54.157894736842096
125160,плитка для угля,https://www.wildberries.ru/catalog/0/search.aspx?search=плитка%20для%20угля&xsearch=true&xsearch=true&sort=popular,29.0,928.0344827586208,633.0,1975.0,35.0,0.0,399.0,21.0,21.0,21.0,0.0,90.0,43.27586206896552
125201,мода очков для мужчин,https://www.wildberries.ru/catalog/0/search.aspx?search=мода%20очков%20для%20мужчин&xsearch=true&xsearch=true&sort=popular,31.0,811.6774193548387,494.0,1127.0,28.0,0.0,98.0,16.0,13.0,13.0,51.0,78.0,62.032258064516135
125283,лови день дневник благодарности,https://www.wildberries.ru/catalog/0/search.aspx?search=лови%20день%20дневник%20благодарности&xsearch=true&xsearch=true&sort=popular,2.0,420.0,394.0,446.0,232.0,1.0,462.0,1.0,1.0,1.0,29.0,41.0,35.0
