index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,категория
119,грокаем,https://www.wildberries.ru/catalog/0/search.aspx?search=грокаем&xsearch=true&xsearch=true&sort=popular,6.0,1610.666666666667,893.0,2787.0,28.0,0.0,152.0,2.0,1.0,1.0,26.0,38.0,33.666666666666664,грокать
245,росмэн виммельбух,https://www.wildberries.ru/catalog/0/search.aspx?search=росмэн%20виммельбух&xsearch=true&xsearch=true&sort=popular,24.0,664.25,472.0,1603.0,26.0,0.0,149.0,16.0,9.0,9.0,0.0,42.0,25.04166666666667,росмэн
321,рабочая тетрадь по английскому языку 2 класс афанасьева,https://www.wildberries.ru/catalog/0/search.aspx?search=рабочая%20тетрадь%20по%20английскому%20языку%202%20класс%20афанасьева&xsearch=true&xsearch=true&sort=popular,15.0,534.0666666666667,353.0,932.0,20.0,0.0,91.0,15.0,10.0,10.0,0.0,40.0,27.6,тетрадь рабочий
365,кенгуру женское,https://www.wildberries.ru/catalog/0/search.aspx?search=кенгуру%20женское&xsearch=true&xsearch=true&sort=popular,9.0,1730.666666666667,645.0,2664.0,41.0,1.0,124.0,5.0,5.0,5.0,19.0,50.0,32.77777777777778,кенгуру
655,мы дети золотых рудников,https://www.wildberries.ru/catalog/0/search.aspx?search=мы%20дети%20золотых%20рудников&xsearch=true&xsearch=true&sort=popular,2.0,415.5,391.0,440.0,33.0,4.0,62.0,1.0,1.0,1.0,20.0,48.0,34.0,ребенок золотой
768,tms 07,https://www.wildberries.ru/catalog/0/search.aspx?search=tms%2007&xsearch=true&xsearch=true&sort=popular,3.0,677.0,536.0,949.0,109.0,43.0,176.0,3.0,3.0,3.0,30.0,37.0,34.666666666666664,
1058,мак карты,https://www.wildberries.ru/catalog/0/search.aspx?search=мак%20карты&xsearch=true&xsearch=true&sort=popular,18.0,1746.833333333333,504.0,2172.0,19.0,0.0,130.0,6.0,6.0,5.0,32.0,55.0,47.5,мак
1294,рассекатель для воды,https://www.wildberries.ru/catalog/0/search.aspx?search=рассекатель%20для%20воды&xsearch=true&xsearch=true&sort=popular,3.0,598.3333333333334,380.0,726.0,56.0,0.0,84.0,3.0,3.0,3.0,5.0,96.0,53.66666666666666,рассекатель
1319,шоппер твое,https://www.wildberries.ru/catalog/0/search.aspx?search=шоппер%20твое&xsearch=true&xsearch=true&sort=popular,7.0,644.1428571428571,357.0,1552.0,18.0,0.0,117.0,1.0,1.0,1.0,14.0,60.0,49.714285714285715,шоппер
1572,"сила подсознания, или как изменить жизнь за 4 недели","https://www.wildberries.ru/catalog/0/search.aspx?search=сила%20подсознания,%20или%20как%20изменить%20жизнь%20за%204%20недели&xsearch=true&xsearch=true&sort=popular",3.0,672.3333333333334,658.0,701.0,241.0,37.0,361.0,3.0,3.0,3.0,25.0,34.0,28.0,сила
