index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount
36290,постельное белье вспыш,https://www.wildberries.ru/catalog/0/search.aspx?search=постельное%20белье%20вспыш&xsearch=true&xsearch=true&sort=popular,5.0,1040.0,950.0,1400.0,78.0,1.0,185.0,4.0,4.0,4.0,65.0,81.0,77.8
36294,ланбена,https://www.wildberries.ru/catalog/0/search.aspx?search=ланбена&xsearch=true&xsearch=true&sort=popular,13.0,565.6153846153846,396.0,875.0,11.0,0.0,67.0,4.0,2.0,2.0,31.0,63.0,46.615384615384606
36480,набор для опытов хит тойс,https://www.wildberries.ru/catalog/0/search.aspx?search=набор%20для%20опытов%20хит%20тойс&xsearch=true&xsearch=true&sort=popular,6.0,790.1666666666665,485.0,1289.0,248.0,55.0,463.0,6.0,6.0,6.0,36.0,67.0,53.66666666666666
36811,анатомикум книга,https://www.wildberries.ru/catalog/0/search.aspx?search=анатомикум%20книга&xsearch=true&xsearch=true&sort=popular,1.0,933.0,933.0,933.0,69.0,69.0,69.0,1.0,1.0,1.0,40.0,40.0,40.0
36913,спрей для задержки,https://www.wildberries.ru/catalog/0/search.aspx?search=спрей%20для%20задержки&xsearch=true&xsearch=true&sort=popular,3.0,493.0,397.0,639.0,70.0,38.0,116.0,3.0,3.0,3.0,32.0,61.0,50.66666666666666
36930,карбокситерапия aravia,https://www.wildberries.ru/catalog/0/search.aspx?search=карбокситерапия%20aravia&xsearch=true&xsearch=true&sort=popular,2.0,2445.0,2445.0,2445.0,410.0,181.0,638.0,2.0,2.0,2.0,30.0,30.0,30.0
37060,алерана витамины,https://www.wildberries.ru/catalog/0/search.aspx?search=алерана%20витамины&xsearch=true&xsearch=true&sort=popular,4.0,599.25,443.0,778.0,410.0,14.0,1168.0,4.0,3.0,3.0,5.0,55.0,18.75
37175,вода биовита,https://www.wildberries.ru/catalog/0/search.aspx?search=вода%20биовита&xsearch=true&xsearch=true&sort=popular,3.0,524.0,487.0,595.0,36.0,5.0,91.0,1.0,1.0,1.0,30.0,35.0,31.66666666666667
37211,кронштейн для гитары гитара,https://www.wildberries.ru/catalog/0/search.aspx?search=кронштейн%20для%20гитары%20гитара&xsearch=true&xsearch=true&sort=popular,9.0,646.7777777777778,365.0,1177.0,22.0,2.0,69.0,6.0,6.0,1.0,41.0,68.0,56.88888888888889
37395,часы hublot,https://www.wildberries.ru/catalog/0/search.aspx?search=часы%20hublot&xsearch=true&xsearch=true&sort=popular,14.0,775.2857142857142,646.0,1274.0,5.0,0.0,45.0,1.0,1.0,1.0,0.0,81.0,70.57142857142857
37774,недоуздок,https://www.wildberries.ru/catalog/0/search.aspx?search=недоуздок&xsearch=true&xsearch=true&sort=popular,14.0,1459.857142857143,484.0,2935.0,13.0,0.0,55.0,14.0,14.0,14.0,0.0,51.0,13.071428571428573
37943,биоре гель для душа,https://www.wildberries.ru/catalog/0/search.aspx?search=биоре%20гель%20для%20душа&xsearch=true&xsearch=true&sort=popular,10.0,972.9,671.0,2955.0,144.0,8.0,544.0,9.0,5.0,5.0,5.0,51.0,20.0
38190,батончики гуарчибао,https://www.wildberries.ru/catalog/0/search.aspx?search=батончики%20гуарчибао&xsearch=true&xsearch=true&sort=popular,6.0,456.66666666666674,350.0,990.0,45.0,19.0,68.0,6.0,5.0,5.0,41.0,44.0,41.5
38495,изолон в рулоне,https://www.wildberries.ru/catalog/0/search.aspx?search=изолон%20в%20рулоне&xsearch=true&xsearch=true&sort=popular,53.0,851.1132075471698,372.0,2195.0,19.0,0.0,168.0,48.0,31.0,9.0,10.0,79.0,51.03773584905661
38692,найк мужская,https://www.wildberries.ru/catalog/0/search.aspx?search=найк%20мужская&xsearch=true&xsearch=true&sort=popular,2.0,2421.0,2133.0,2709.0,45.0,0.0,89.0,1.0,1.0,1.0,3.0,32.0,17.5
38748,налокотники для детей,https://www.wildberries.ru/catalog/0/search.aspx?search=налокотники%20для%20детей&xsearch=true&xsearch=true&sort=popular,10.0,1577.7,431.0,2322.0,6.0,0.0,44.0,1.0,1.0,1.0,0.0,62.0,11.4
38814,рив гош,https://www.wildberries.ru/catalog/0/search.aspx?search=рив%20гош&xsearch=true&xsearch=true&sort=popular,11.0,631.0909090909091,381.0,866.0,153.0,10.0,920.0,10.0,7.0,6.0,39.0,70.0,55.18181818181818
39159,бутсы зальные,https://www.wildberries.ru/catalog/0/search.aspx?search=бутсы%20зальные&xsearch=true&xsearch=true&sort=popular,55.0,2322.527272727273,1345.0,2919.0,28.0,0.0,259.0,55.0,48.0,46.0,39.0,72.0,51.78181818181818
39273,настенный держатель для гитары,https://www.wildberries.ru/catalog/0/search.aspx?search=настенный%20держатель%20для%20гитары&xsearch=true&xsearch=true&sort=popular,30.0,764.6333333333333,365.0,1464.0,17.0,0.0,124.0,24.0,24.0,7.0,0.0,66.0,39.03333333333333
39566,листья нора,https://www.wildberries.ru/catalog/0/search.aspx?search=листья%20нора&xsearch=true&xsearch=true&sort=popular,3.0,555.0,425.0,742.0,25.0,4.0,64.0,1.0,1.0,1.0,23.0,50.0,39.0
39573,обои 13187710,https://www.wildberries.ru/catalog/0/search.aspx?search=обои%2013187710&xsearch=true&xsearch=true&sort=popular,5.0,1519.4,1413.0,1603.0,17.0,0.0,46.0,2.0,2.0,2.0,60.0,64.0,61.8
39757,петер кнорр,https://www.wildberries.ru/catalog/0/search.aspx?search=петер%20кнорр&xsearch=true&xsearch=true&sort=popular,6.0,925.8333333333335,850.0,947.0,37.0,17.0,56.0,6.0,6.0,4.0,15.0,15.0,15.0
