index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,market,lot_size_65_days
142203,подлокотник на ваз 2115,https://www.wildberries.ru/catalog/0/search.aspx?search=подлокотник%20на%20ваз%202115&xsearch=true&xsearch=true&sort=popular,11.0,1216.1818181818182,994.0,1552.0,31.0,1.0,138.0,9.0,8.0,8.0,20.0,52.0,31.272727272727273,wb,115.0
142230,перезаправляемый картридж,https://www.wildberries.ru/catalog/0/search.aspx?search=перезаправляемый%20картридж&xsearch=true&xsearch=true&sort=popular,31.0,1873.3870967741934,1584.0,2145.0,36.0,0.0,494.0,30.0,29.0,29.0,35.0,52.0,44.032258064516135,ali,211.0
142290,насадка для швабры белый кот,https://www.wildberries.ru/catalog/0/search.aspx?search=насадка%20для%20швабры%20белый%20кот&xsearch=true&xsearch=true&sort=popular,6.0,819.1666666666665,600.0,863.0,82.0,19.0,158.0,6.0,5.0,5.0,50.0,51.0,50.83333333333334,wb,106.0
142520,полка на канатах,https://www.wildberries.ru/catalog/0/search.aspx?search=полка%20на%20канатах&xsearch=true&xsearch=true&sort=popular,39.0,1506.0256410256409,536.0,3469.0,7.0,0.0,47.0,27.0,12.0,12.0,5.0,75.0,42.02564102564103,wb,106.0
142656,херлуф бидструп,https://www.wildberries.ru/catalog/0/search.aspx?search=херлуф%20бидструп&xsearch=true&xsearch=true&sort=popular,1.0,916.0,916.0,916.0,68.0,68.0,68.0,1.0,1.0,1.0,65.0,65.0,65.0,wb,91.0
142831,плойка 9мм,https://www.wildberries.ru/catalog/0/search.aspx?search=плойка%209мм&xsearch=true&xsearch=true&sort=popular,24.0,1522.416666666667,660.0,3619.0,50.0,0.0,326.0,21.0,16.0,7.0,0.0,77.0,38.083333333333336,wb,165.0
143062,фартук с запахом,https://www.wildberries.ru/catalog/0/search.aspx?search=фартук%20с%20запахом&xsearch=true&xsearch=true&sort=popular,71.0,950.5492957746479,380.0,2025.0,7.0,0.0,47.0,27.0,17.0,7.0,0.0,67.0,46.140845070422536,wb,88.0
143130,заводная карусель,https://www.wildberries.ru/catalog/0/search.aspx?search=заводная%20карусель&xsearch=true&xsearch=true&sort=popular,69.0,1430.5652173913047,450.0,4025.0,9.0,0.0,144.0,53.0,29.0,29.0,0.0,69.0,27.6231884057971,wb,124.0
143248,штора ромео,https://www.wildberries.ru/catalog/0/search.aspx?search=штора%20ромео&xsearch=true&xsearch=true&sort=popular,59.0,1582.2203389830509,1359.0,1660.0,21.0,0.0,147.0,26.0,24.0,20.0,24.0,64.0,44.271186440677965,wb,130.0
143280,тушь для ресниц водостойкая лореаль,https://www.wildberries.ru/catalog/0/search.aspx?search=тушь%20для%20ресниц%20водостойкая%20лореаль&xsearch=true&xsearch=true&sort=popular,3.0,665.6666666666666,481.0,1035.0,509.0,109.0,1116.0,3.0,3.0,3.0,19.0,40.0,33.0,wb,299.0
