index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,категория
403483,дарт мопс,https://www.wildberries.ru/catalog/0/search.aspx?search=дарт%20мопс&xsearch=true&xsearch=true&sort=popular,1.0,856.0,856.0,856.0,57.0,57.0,57.0,2.0,2.0,2.0,50.0,50.0,50.0,дарт
403487,finish таблетки 100,https://www.wildberries.ru/catalog/0/search.aspx?search=finish%20таблетки%20100&xsearch=true&xsearch=true&sort=popular,5.0,1597.4,1021.0,2326.0,367.0,0.0,1749.0,5.0,5.0,4.0,,,,таблетка
403535,стойка для укулеле,https://www.wildberries.ru/catalog/0/search.aspx?search=стойка%20для%20укулеле&xsearch=true&xsearch=true&sort=popular,26.0,896.9615384615386,390.0,1800.0,9.0,0.0,99.0,4.0,3.0,2.0,,,,стойка
403627,краска estel silver,https://www.wildberries.ru/catalog/0/search.aspx?search=краска%20estel%20silver&xsearch=true&xsearch=true&sort=popular,70.0,548.3285714285714,532.0,550.0,51.0,3.0,275.0,64.0,53.0,40.0,,,,краска
403633,носки nordkapp,https://www.wildberries.ru/catalog/0/search.aspx?search=носки%20nordkapp&xsearch=true&xsearch=true&sort=popular,48.0,671.5208333333334,351.0,1056.0,6.0,0.0,57.0,18.0,3.0,3.0,49.0,70.0,61.39583333333334,носок
403649,colin's джинсы женские черные,https://www.wildberries.ru/catalog/0/search.aspx?search=colin's%20джинсы%20женские%20черные&xsearch=true&xsearch=true&sort=popular,17.0,1844.1176470588236,1199.0,2790.0,10.0,0.0,51.0,9.0,5.0,2.0,,,,
403650,черные джинсы colin's,https://www.wildberries.ru/catalog/0/search.aspx?search=черные%20джинсы%20colin's&xsearch=true&xsearch=true&sort=popular,33.0,2071.6666666666665,1199.0,2790.0,8.0,0.0,51.0,14.0,7.0,2.0,,,,джинсы черный
403668,история отечества кацва,https://www.wildberries.ru/catalog/0/search.aspx?search=история%20отечества%20кацва&xsearch=true&xsearch=true&sort=popular,2.0,452.0,354.0,550.0,42.0,6.0,77.0,2.0,2.0,2.0,14.0,28.0,21.0,история
403669,пенал жидкостью,https://www.wildberries.ru/catalog/0/search.aspx?search=пенал%20жидкостью&xsearch=true&xsearch=true&sort=popular,17.0,515.7647058823529,416.0,664.0,8.0,0.0,121.0,18.0,18.0,18.0,10.0,64.0,19.647058823529417,пенал
403671,аквабидс бусины,https://www.wildberries.ru/catalog/0/search.aspx?search=аквабидс%20бусины&xsearch=true&xsearch=true&sort=popular,1.0,594.0,594.0,594.0,76.0,76.0,76.0,2.0,2.0,2.0,30.0,30.0,30.0,бусина аквабидс
403689,где маленький экскаватор,https://www.wildberries.ru/catalog/0/search.aspx?search=где%20маленький%20экскаватор&xsearch=true&xsearch=true&sort=popular,3.0,1362.3333333333333,599.0,2741.0,21.0,6.0,46.0,2.0,2.0,2.0,4.0,50.0,26.33333333333333,экскаватор
403727,боксеры мужские сердечки,https://www.wildberries.ru/catalog/0/search.aspx?search=боксеры%20мужские%20сердечки&xsearch=true&xsearch=true&sort=popular,18.0,1009.6666666666665,425.0,1594.0,23.0,1.0,72.0,12.0,10.0,10.0,,,,боксер мужской
403749,агита от мух,https://www.wildberries.ru/catalog/0/search.aspx?search=агита%20от%20мух&xsearch=true&xsearch=true&sort=popular,6.0,1107.6666666666667,532.0,2150.0,35.0,0.0,114.0,4.0,4.0,4.0,,,,агита
