index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,market,lot_size_65_days
1043356,aravia увлажняющий флюид,https://www.wildberries.ru/catalog/0/search.aspx?search=aravia%20увлажняющий%20флюид&xsearch=true&xsearch=true&sort=popular,5.0,684.6,436.0,898.0,133.0,5.0,247.0,4.0,4.0,4.0,30.0,50.0,36.0,wb,120.0
1043409,носки спорт,https://www.wildberries.ru/catalog/0/search.aspx?search=носки%20спорт&xsearch=true&xsearch=true&sort=popular,20.0,590.95,350.0,809.0,11.0,0.0,88.0,6.0,2.0,2.0,0.0,65.0,36.25,wb,84.0
1043570,естель флюид,https://www.wildberries.ru/catalog/0/search.aspx?search=естель%20флюид&xsearch=true&xsearch=true&sort=popular,1.0,473.0,473.0,473.0,158.0,158.0,158.0,1.0,1.0,1.0,12.0,12.0,12.0,wb,95.0
1043580,посейвлас,https://www.wildberries.ru/catalog/0/search.aspx?search=посейвлас&xsearch=true&xsearch=true&sort=popular,8.0,557.25,495.0,672.0,25.0,4.0,81.0,5.0,5.0,3.0,32.0,32.0,32.0,wb,82.0
1043628,зажимы для прикорневого объема,https://www.wildberries.ru/catalog/0/search.aspx?search=зажимы%20для%20прикорневого%20объема&xsearch=true&xsearch=true&sort=popular,54.0,1092.4814814814815,448.0,3416.0,9.0,0.0,43.0,46.0,44.0,44.0,0.0,70.0,28.68518518518519,wb,92.0
1043743,мери поппинс игрушки,https://www.wildberries.ru/catalog/0/search.aspx?search=мери%20поппинс%20игрушки&xsearch=true&xsearch=true&sort=popular,7.0,528.0,416.0,722.0,54.0,0.0,354.0,2.0,2.0,2.0,0.0,64.0,23.42857142857143,wb,137.0
1043962,крепеж для гитары,https://www.wildberries.ru/catalog/0/search.aspx?search=крепеж%20для%20гитары&xsearch=true&xsearch=true&sort=popular,16.0,1213.1875,436.0,2080.0,22.0,0.0,90.0,8.0,8.0,8.0,0.0,79.0,35.75,wb,105.0
1044031,занавески голубые,https://www.wildberries.ru/catalog/0/search.aspx?search=занавески%20голубые&xsearch=true&xsearch=true&sort=popular,2.0,2219.0,1956.0,2482.0,32.0,6.0,57.0,1.0,1.0,1.0,66.0,72.0,69.0,wb,132.0
1044461,тефлоновая лапка,https://www.wildberries.ru/catalog/0/search.aspx?search=тефлоновая%20лапка&xsearch=true&xsearch=true&sort=popular,13.0,778.3846153846154,390.0,1890.0,15.0,0.0,93.0,10.0,10.0,10.0,0.0,51.0,23.69230769230769,wb,91.0
1044530,алеся казанцева,https://www.wildberries.ru/catalog/0/search.aspx?search=алеся%20казанцева&xsearch=true&xsearch=true&sort=popular,1.0,771.0,771.0,771.0,70.0,70.0,70.0,1.0,1.0,1.0,44.0,44.0,44.0,wb,86.0
