index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,market,lot_size_65_days
376018,трико для танцев для мальчика,https://www.wildberries.ru/catalog/0/search.aspx?search=трико%20для%20танцев%20для%20мальчика&xsearch=true&xsearch=true&sort=popular,48.0,978.0833333333335,409.0,2172.0,31.0,0.0,168.0,26.0,26.0,17.0,0.0,63.0,23.41666666666667,wb,114.0
376250,больничка,https://www.wildberries.ru/catalog/0/search.aspx?search=больничка&xsearch=true&xsearch=true&sort=popular,17.0,731.2352941176471,377.0,1068.0,6.0,0.0,65.0,8.0,8.0,8.0,0.0,67.0,32.47058823529412,wb,84.0
376336,тапки в виде акулы,https://www.wildberries.ru/catalog/0/search.aspx?search=тапки%20в%20виде%20акулы&xsearch=true&xsearch=true&sort=popular,10.0,962.3,463.0,1590.0,7.0,0.0,43.0,8.0,8.0,8.0,25.0,68.0,46.8,wb,87.0
376575,кросовки для мальчика антилопа,https://www.wildberries.ru/catalog/0/search.aspx?search=кросовки%20для%20мальчика%20антилопа&xsearch=true&xsearch=true&sort=popular,59.0,1644.966101694915,1086.0,3092.0,20.0,0.0,226.0,59.0,59.0,39.0,0.0,58.0,41.23728813559322,wb,148.0
376652,лента для римских штор,https://www.wildberries.ru/catalog/0/search.aspx?search=лента%20для%20римских%20штор&xsearch=true&xsearch=true&sort=popular,5.0,1406.8,420.0,2380.0,40.0,0.0,121.0,4.0,4.0,4.0,50.0,72.0,63.0,wb,118.0
376714,виватон крем,https://www.wildberries.ru/catalog/0/search.aspx?search=виватон%20крем&xsearch=true&xsearch=true&sort=popular,18.0,666.3888888888888,350.0,1166.0,27.0,2.0,151.0,10.0,4.0,3.0,40.0,82.0,56.944444444444436,wb,100.0
376969,лактомил,https://www.wildberries.ru/catalog/0/search.aspx?search=лактомил&xsearch=true&xsearch=true&sort=popular,1.0,808.0,808.0,808.0,757.0,757.0,757.0,1.0,1.0,1.0,9.0,9.0,9.0,wb,230.0
377028,вязаные чулки,https://www.wildberries.ru/catalog/0/search.aspx?search=вязаные%20чулки&xsearch=true&xsearch=true&sort=popular,16.0,912.5625,357.0,1210.0,16.0,2.0,62.0,15.0,15.0,14.0,45.0,80.0,56.8125,wb,90.0
377036,полка для роутера,https://www.wildberries.ru/catalog/0/search.aspx?search=полка%20для%20роутера&xsearch=true&xsearch=true&sort=popular,39.0,826.4871794871794,454.0,2070.0,28.0,0.0,199.0,38.0,38.0,38.0,0.0,90.0,35.512820512820504,wb,115.0
377068,мари кондо магическая уборка,https://www.wildberries.ru/catalog/0/search.aspx?search=мари%20кондо%20магическая%20уборка&xsearch=true&xsearch=true&sort=popular,13.0,764.0,361.0,1783.0,37.0,0.0,218.0,7.0,6.0,6.0,0.0,36.0,27.84615384615385,wb,117.0
377079,плед блестящий,https://www.wildberries.ru/catalog/0/search.aspx?search=плед%20блестящий&xsearch=true&xsearch=true&sort=popular,10.0,1536.4,555.0,3271.0,25.0,0.0,203.0,10.0,10.0,3.0,37.0,77.0,58.7,wb,140.0
377107,умная розетка tp link,https://www.wildberries.ru/catalog/0/search.aspx?search=умная%20розетка%20tp%20link&xsearch=true&xsearch=true&sort=popular,1.0,801.0,801.0,801.0,833.0,833.0,833.0,1.0,1.0,1.0,10.0,10.0,10.0,wb,245.0
377124,скребок гуаша медный,https://www.wildberries.ru/catalog/0/search.aspx?search=скребок%20гуаша%20медный&xsearch=true&xsearch=true&sort=popular,19.0,903.6315789473683,483.0,1445.0,14.0,0.0,60.0,12.0,9.0,2.0,21.0,79.0,57.10526315789475,wb,89.0
377267,ползунки с утеплителем,https://www.wildberries.ru/catalog/0/search.aspx?search=ползунки%20с%20утеплителем&xsearch=true&xsearch=true&sort=popular,6.0,517.1666666666666,499.0,608.0,81.0,0.0,136.0,5.0,5.0,5.0,35.0,56.0,52.5,wb,92.0
377705,берцы доф,https://www.wildberries.ru/catalog/0/search.aspx?search=берцы%20доф&xsearch=true&xsearch=true&sort=popular,47.0,2928.659574468085,2015.0,3867.0,41.0,0.0,193.0,47.0,47.0,25.0,0.0,71.0,42.23404255319149,wb,184.0
377741,ретро радио,https://www.wildberries.ru/catalog/0/search.aspx?search=ретро%20радио&xsearch=true&xsearch=true&sort=popular,53.0,2059.245283018868,812.0,3840.0,10.0,0.0,59.0,48.0,48.0,48.0,0.0,71.0,33.37735849056604,wb,127.0
377947,соль для ванн 10 кг,https://www.wildberries.ru/catalog/0/search.aspx?search=соль%20для%20ванн%2010%20кг&xsearch=true&xsearch=true&sort=popular,6.0,1166.0,550.0,1738.0,39.0,2.0,138.0,3.0,3.0,1.0,0.0,52.0,26.16666666666667,wb,114.0
377988,донат магний,https://www.wildberries.ru/catalog/0/search.aspx?search=донат%20магний&xsearch=true&xsearch=true&sort=popular,3.0,1774.666666666667,1626.0,1899.0,69.0,8.0,170.0,2.0,2.0,1.0,0.0,10.0,3.333333333333333,wb,141.0
378072,набор бдмс,https://www.wildberries.ru/catalog/0/search.aspx?search=набор%20бдмс&xsearch=true&xsearch=true&sort=popular,1.0,524.0,524.0,524.0,75.0,75.0,75.0,1.0,1.0,1.0,87.0,87.0,87.0,wb,79.0
378238,плитка одноконфорочная,https://www.wildberries.ru/catalog/0/search.aspx?search=плитка%20одноконфорочная&xsearch=true&xsearch=true&sort=popular,46.0,1499.1304347826087,639.0,3885.0,12.0,0.0,186.0,38.0,36.0,36.0,0.0,80.0,42.52173913043478,wb,135.0
