index_label,ключевые слова,url,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,среднемесячный оборот топ-30,среднемесячный оборот топ-5,средненедельный оборот топ-5,ориентировочное количество выкупов в неделю,market,lot_size_65_days
405731,пеленка впитывающая тканевая,https://www.wildberries.ru/catalog/0/search.aspx?search=пеленка%20впитывающая%20тканевая&xsearch=true&xsearch=true&sort=popular,1096.1666666666667,428.0,3500.0,51.0,0.0,274.0,12.0,11.0,9.0,0.0,47.0,39.55555555555556,55904.5,109318.4,27329.6,38.0,wb,140.0
405748,сорочка короткая,https://www.wildberries.ru/catalog/0/search.aspx?search=сорочка%20короткая&xsearch=true&xsearch=true&sort=popular,943.7,479.0,1980.0,869.0,161.0,4340.0,30.0,30.0,30.0,14.0,74.0,46.1,820075.3,1558611.6,389652.9,478.0,wb,975.0
405751,грелка электрическая бытовая техника,https://www.wildberries.ru/catalog/0/search.aspx?search=грелка%20электрическая%20бытовая%20техника&xsearch=true&xsearch=true&sort=popular,1759.9666666666667,719.0,4290.0,129.0,0.0,438.0,30.0,30.0,30.0,0.0,95.0,50.8,227035.7,6778.2,1694.55,1.0,wb,196.0
405752,мули,https://www.wildberries.ru/catalog/0/search.aspx?search=мули&xsearch=true&xsearch=true&sort=popular,920.2941176470588,474.0,2300.0,55.0,0.0,191.0,13.0,8.0,7.0,5.0,47.0,29.235294117647054,50616.18,139834.0,34958.5,35.0,wb,116.0
405767,емкости для заморозки,https://www.wildberries.ru/catalog/0/search.aspx?search=емкости%20для%20заморозки&xsearch=true&xsearch=true&sort=popular,519.2333333333333,355.0,1258.0,1984.0,93.0,27897.0,30.0,30.0,30.0,15.0,88.0,58.8,1030158.93,3344333.2,836083.3,2012.0,wb,5828.0
405774,трико спортивное детское,https://www.wildberries.ru/catalog/0/search.aspx?search=трико%20спортивное%20детское&xsearch=true&xsearch=true&sort=popular,1103.2333333333331,430.0,1800.0,73.0,8.0,172.0,30.0,30.0,30.0,0.0,61.0,33.63333333333333,80536.03,132584.8,33146.2,30.0,wb,119.0
405786,серьги соколов серебро эмаль,https://www.wildberries.ru/catalog/0/search.aspx?search=серьги%20соколов%20серебро%20эмаль&xsearch=true&xsearch=true&sort=popular,1817.5333333333333,826.0,4154.0,103.0,18.0,405.0,30.0,28.0,26.0,47.0,51.0,48.03333333333333,187205.93,469044.4,117261.1,61.0,wb,191.0
405819,кружка большая,https://www.wildberries.ru/catalog/0/search.aspx?search=кружка%20большая&xsearch=true&xsearch=true&sort=popular,754.4,414.0,995.0,441.0,74.0,1205.0,30.0,30.0,30.0,3.0,80.0,36.03333333333333,332690.4,447020.0,111755.0,175.0,wb,320.0
405820,вешалка гардеробная напольная,https://www.wildberries.ru/catalog/0/search.aspx?search=вешалка%20гардеробная%20напольная&xsearch=true&xsearch=true&sort=popular,1928.2,1090.0,3225.0,407.0,79.0,1575.0,30.0,30.0,30.0,15.0,72.0,54.3,784777.4,1961420.8,490355.2,232.0,wb,436.0
405847,кронштейн полки,https://www.wildberries.ru/catalog/0/search.aspx?search=кронштейн%20полки&xsearch=true&xsearch=true&sort=popular,1658.8,703.0,2803.0,292.0,93.0,703.0,30.0,30.0,30.0,6.0,81.0,50.833333333333336,484369.6,827888.4,206972.1,119.0,wb,247.0
405848,"покрывало стеганое 1,5 спальное детское","https://www.wildberries.ru/catalog/0/search.aspx?search=покрывало%20стеганое%201,5%20спальное%20детское&xsearch=true&xsearch=true&sort=popular",1397.6666666666667,1092.0,2134.0,70.0,0.0,750.0,23.0,19.0,14.0,50.0,76.0,64.06666666666666,97836.67,80514.0,20128.5,14.0,wb,248.0
405850,обои в спальню,https://www.wildberries.ru/catalog/0/search.aspx?search=обои%20в%20спальню&xsearch=true&xsearch=true&sort=popular,1131.6333333333334,393.0,2513.0,150.0,11.0,688.0,30.0,30.0,30.0,0.0,61.0,48.53333333333333,169745.0,423696.0,105924.0,98.0,wb,226.0
405903,пенка curl,https://www.wildberries.ru/catalog/0/search.aspx?search=пенка%20curl&xsearch=true&xsearch=true&sort=popular,1802.470588235294,601.0,3632.0,47.0,0.0,685.0,5.0,5.0,5.0,7.0,66.0,32.1764705882353,84716.12,243161.6,60790.4,40.0,wb,248.0
405909,модель пежо,https://www.wildberries.ru/catalog/0/search.aspx?search=модель%20пежо&xsearch=true&xsearch=true&sort=popular,1678.7333333333331,550.0,3351.0,69.0,0.0,976.0,15.0,15.0,15.0,0.0,80.0,34.733333333333334,115832.6,405933.6,101483.4,60.0,wb,304.0
405941,джинсы резинки женские,https://www.wildberries.ru/catalog/0/search.aspx?search=джинсы%20резинки%20женские&xsearch=true&xsearch=true&sort=popular,1821.0666666666664,1298.0,2904.0,221.0,22.0,614.0,30.0,30.0,30.0,31.0,73.0,59.73333333333333,402455.73,657897.4,164474.35,94.0,wb,234.0
405946,халат с сорочкой для беременных в роддом,https://www.wildberries.ru/catalog/0/search.aspx?search=халат%20с%20сорочкой%20для%20беременных%20в%20роддом&xsearch=true&xsearch=true&sort=popular,1173.4,444.0,1977.0,272.0,1.0,1166.0,30.0,30.0,30.0,0.0,77.0,43.5,319164.8,1102604.8,275651.2,176.0,wb,326.0
405947,кастрюля кукмара 1л,https://www.wildberries.ru/catalog/0/search.aspx?search=кастрюля%20кукмара%201л&xsearch=true&xsearch=true&sort=popular,1555.5666666666666,1239.0,2292.0,44.0,0.0,419.0,18.0,7.0,7.0,0.0,60.0,48.53333333333333,68444.93,268396.2,67099.05,52.0,wb,185.0
405956,сковорода блинная 22см,https://www.wildberries.ru/catalog/0/search.aspx?search=сковорода%20блинная%2022см&xsearch=true&xsearch=true&sort=popular,1279.5666666666666,630.0,2983.0,104.0,13.0,315.0,30.0,30.0,30.0,5.0,79.0,56.766666666666666,133074.93,283468.8,70867.2,48.0,wb,154.0
405970,портьеры 300 на 240,https://www.wildberries.ru/catalog/0/search.aspx?search=портьеры%20300%20на%20240&xsearch=true&xsearch=true&sort=popular,2648.4,2193.0,3710.0,28.0,2.0,175.0,24.0,22.0,12.0,39.0,65.0,55.06666666666667,74155.2,210375.0,52593.75,22.0,wb,171.0
405980,сумка для фитнеса,https://www.wildberries.ru/catalog/0/search.aspx?search=сумка%20для%20фитнеса&xsearch=true&xsearch=true&sort=popular,1378.8,751.0,2664.0,315.0,37.0,1777.0,30.0,30.0,30.0,20.0,77.0,51.03333333333333,434322.0,813304.8,203326.2,174.0,wb,460.0
405986,кружевные комплекты больших размеров,https://www.wildberries.ru/catalog/0/search.aspx?search=кружевные%20комплекты%20больших%20размеров&xsearch=true&xsearch=true&sort=popular,1742.9,396.0,4500.0,97.0,0.0,304.0,30.0,30.0,30.0,10.0,82.0,52.766666666666666,169061.3,288642.8,72160.7,38.0,wb,167.0
405999,биодерма сенсебио,https://www.wildberries.ru/catalog/0/search.aspx?search=биодерма%20сенсебио&xsearch=true&xsearch=true&sort=popular,1093.2,427.0,1765.0,381.0,0.0,2165.0,13.0,13.0,13.0,30.0,70.0,37.55,416509.2,1329603.6,332400.9,283.0,wb,530.0
406007,ночная сорочка для девушек,https://www.wildberries.ru/catalog/0/search.aspx?search=ночная%20сорочка%20для%20девушек&xsearch=true&xsearch=true&sort=popular,833.0333333333333,479.0,1925.0,1170.0,303.0,4419.0,30.0,30.0,30.0,0.0,95.0,52.0,974649.0,1610476.0,402619.0,637.0,wb,987.0
406011,фломастеры для скетчинга 80,https://www.wildberries.ru/catalog/0/search.aspx?search=фломастеры%20для%20скетчинга%2080&xsearch=true&xsearch=true&sort=popular,1239.7333333333331,595.0,3072.0,2097.0,109.0,10041.0,30.0,30.0,30.0,20.0,90.0,59.6,2599720.8,6702267.6,1675566.9,1469.0,wb,2162.0
406042,наматрасник 180х200,https://www.wildberries.ru/catalog/0/search.aspx?search=наматрасник%20180х200&xsearch=true&xsearch=true&sort=popular,1359.7666666666669,550.0,2745.0,225.0,16.0,718.0,30.0,29.0,29.0,30.0,91.0,62.96666666666667,305947.5,689506.4,172376.6,121.0,wb,240.0
406048,наволочки на диванные подушки,https://www.wildberries.ru/catalog/0/search.aspx?search=наволочки%20на%20диванные%20подушки&xsearch=true&xsearch=true&sort=popular,817.7333333333333,580.0,1114.0,66.0,5.0,255.0,30.0,30.0,30.0,44.0,71.0,58.96666666666667,53970.4,49352.0,12338.0,16.0,wb,126.0
406089,декор 18 лет,https://www.wildberries.ru/catalog/0/search.aspx?search=декор%2018%20лет&xsearch=true&xsearch=true&sort=popular,1074.6333333333334,359.0,3490.0,152.0,0.0,4169.0,29.0,18.0,18.0,0.0,77.0,52.766666666666666,163344.27,61088.6,15272.15,15.0,wb,944.0
406095,гиалуроновая сыворотка для лица корея,https://www.wildberries.ru/catalog/0/search.aspx?search=гиалуроновая%20сыворотка%20для%20лица%20корея&xsearch=true&xsearch=true&sort=popular,1290.5,367.0,3667.0,681.0,32.0,3100.0,30.0,30.0,30.0,16.0,86.0,49.86666666666667,878830.5,1662616.8,415654.2,573.0,wb,730.0
406119,игрушка мягкая озвученная,https://www.wildberries.ru/catalog/0/search.aspx?search=игрушка%20мягкая%20озвученная&xsearch=true&xsearch=true&sort=popular,897.0666666666667,537.0,1563.0,270.0,81.0,986.0,30.0,30.0,30.0,0.0,62.0,19.266666666666666,242208.0,508326.0,127081.5,143.0,wb,280.0
406125,ведьмак книга последнее желание,https://www.wildberries.ru/catalog/0/search.aspx?search=ведьмак%20книга%20последнее%20желание&xsearch=true&xsearch=true&sort=popular,753.7777777777778,427.0,1325.0,86.0,0.0,398.0,8.0,8.0,8.0,0.0,28.0,18.11111111111111,64824.89,85524.6,21381.15,37.0,wb,154.0
406150,женская ночная сорочка из вискозы,https://www.wildberries.ru/catalog/0/search.aspx?search=женская%20ночная%20сорочка%20из%20вискозы&xsearch=true&xsearch=true&sort=popular,1090.0,494.0,1980.0,634.0,163.0,2810.0,30.0,30.0,30.0,33.0,74.0,58.2,691060.0,1500050.0,375012.5,395.0,wb,663.0
406155,верховой торф агробалт,https://www.wildberries.ru/catalog/0/search.aspx?search=верховой%20торф%20агробалт&xsearch=true&xsearch=true&sort=popular,782.1818181818181,589.0,1845.0,208.0,0.0,1930.0,6.0,6.0,6.0,0.0,57.0,37.81818181818182,162693.82,387079.2,96769.8,111.0,wb,471.0
406157,джинсы женские коллинс,https://www.wildberries.ru/catalog/0/search.aspx?search=джинсы%20женские%20коллинс&xsearch=true&xsearch=true&sort=popular,1382.7333333333331,633.0,2635.0,57.0,14.0,273.0,30.0,30.0,29.0,20.0,83.0,55.2,78815.8,223008.0,55752.0,35.0,wb,149.0
406176,ночная сорочка красная,https://www.wildberries.ru/catalog/0/search.aspx?search=ночная%20сорочка%20красная&xsearch=true&xsearch=true&sort=popular,1026.8,503.0,2000.0,333.0,79.0,1291.0,30.0,30.0,30.0,30.0,74.0,51.766666666666666,341924.4,574268.8,143567.2,217.0,wb,347.0
406205,краги ласси,https://www.wildberries.ru/catalog/0/search.aspx?search=краги%20ласси&xsearch=true&xsearch=true&sort=popular,795.1666666666666,449.0,1399.0,192.0,1.0,629.0,29.0,29.0,29.0,0.0,61.0,45.2,152672.0,399217.0,99804.25,134.0,wb,203.0
406206,картины по номерам с котами,https://www.wildberries.ru/catalog/0/search.aspx?search=картины%20по%20номерам%20с%20котами&xsearch=true&xsearch=true&sort=popular,904.3666666666668,440.0,1390.0,191.0,45.0,1278.0,30.0,30.0,30.0,0.0,78.0,39.6,172734.03,512040.0,128010.0,128.0,wb,341.0
406277,джинсы женские турция производитель,https://www.wildberries.ru/catalog/0/search.aspx?search=джинсы%20женские%20турция%20производитель&xsearch=true&xsearch=true&sort=popular,2605.0666666666666,1896.0,3530.0,154.0,5.0,2521.0,30.0,27.0,27.0,46.0,65.0,55.73333333333333,401180.27,1549137.6,387284.4,179.0,wb,654.0
406297,фотоальбом книжный переплет,https://www.wildberries.ru/catalog/0/search.aspx?search=фотоальбом%20книжный%20переплет&xsearch=true&xsearch=true&sort=popular,1305.5333333333333,602.0,2585.0,140.0,12.0,584.0,30.0,30.0,30.0,14.0,80.0,62.9,182774.67,523060.2,130765.05,88.0,wb,211.0
406307,набор парикмахера игрушечный,https://www.wildberries.ru/catalog/0/search.aspx?search=набор%20парикмахера%20игрушечный&xsearch=true&xsearch=true&sort=popular,1611.8333333333333,366.0,4185.0,53.0,5.0,320.0,29.0,28.0,28.0,8.0,67.0,34.2,85427.17,241901.6,60475.4,31.0,wb,166.0
406338,складной мяч,https://www.wildberries.ru/catalog/0/search.aspx?search=складной%20мяч&xsearch=true&xsearch=true&sort=popular,1535.2,412.0,4197.0,147.0,0.0,714.0,30.0,30.0,30.0,0.0,88.0,42.03333333333333,225674.4,433706.2,108426.55,57.0,wb,245.0
406377,камаз лесовоз,https://www.wildberries.ru/catalog/0/search.aspx?search=камаз%20лесовоз&xsearch=true&xsearch=true&sort=popular,358.0,358.0,358.0,173.0,173.0,173.0,1.0,1.0,1.0,22.0,22.0,22.0,61934.0,61934.0,15483.5,44.0,wb,94.0
406380,мягкая игрушка 35 см,https://www.wildberries.ru/catalog/0/search.aspx?search=мягкая%20игрушка%2035%20см&xsearch=true&xsearch=true&sort=popular,1139.1333333333334,479.0,3175.0,120.0,27.0,283.0,30.0,30.0,29.0,20.0,82.0,58.16666666666666,136696.0,284930.8,71232.7,61.0,wb,143.0
406411,щетка универсальная для пылесоса,https://www.wildberries.ru/catalog/0/search.aspx?search=щетка%20универсальная%20для%20пылесоса&xsearch=true&xsearch=true&sort=popular,1630.7,436.0,4428.0,183.0,0.0,1735.0,28.0,28.0,28.0,0.0,67.0,21.3,298418.1,59056.8,14764.2,9.0,wb,459.0
406429,бабушкино лукошко кролик,https://www.wildberries.ru/catalog/0/search.aspx?search=бабушкино%20лукошко%20кролик&xsearch=true&xsearch=true&sort=popular,468.6666666666667,383.0,568.0,502.0,26.0,1210.0,3.0,3.0,2.0,5.0,20.0,13.333333333333334,235270.67,235270.67,58817.67,126.0,wb,312.0
406434,палка,https://www.wildberries.ru/catalog/0/search.aspx?search=палка&xsearch=true&xsearch=true&sort=popular,1382.6666666666667,540.0,3290.0,184.0,8.0,1188.0,30.0,29.0,29.0,0.0,80.0,47.46666666666667,254410.67,622201.2,155550.3,125.0,wb,338.0
406469,собачка мягкая,https://www.wildberries.ru/catalog/0/search.aspx?search=собачка%20мягкая&xsearch=true&xsearch=true&sort=popular,1156.1,755.0,2289.0,142.0,0.0,406.0,29.0,29.0,28.0,0.0,75.0,35.1,164166.2,393613.2,98403.3,70.0,wb,169.0
406501,ортопедический коврик,https://www.wildberries.ru/catalog/0/search.aspx?search=ортопедический%20коврик&xsearch=true&xsearch=true&sort=popular,1705.9666666666667,974.0,2390.0,353.0,103.0,1282.0,30.0,30.0,30.0,5.0,94.0,45.833333333333336,602206.23,1389273.0,347318.25,177.0,wb,368.0
406518,женские кошельки и портмоне кожа,https://www.wildberries.ru/catalog/0/search.aspx?search=женские%20кошельки%20и%20портмоне%20кожа&xsearch=true&xsearch=true&sort=popular,2030.8,1398.0,2995.0,144.0,54.0,619.0,30.0,30.0,30.0,46.0,78.0,64.76666666666667,292435.2,434454.2,108613.55,60.0,wb,242.0
406531,ночнушка в роддом,https://www.wildberries.ru/catalog/0/search.aspx?search=ночнушка%20в%20роддом&xsearch=true&xsearch=true&sort=popular,813.2333333333333,479.0,1925.0,1214.0,303.0,4419.0,30.0,30.0,30.0,0.0,95.0,47.93333333333333,987265.27,1452580.8,363145.2,671.0,wb,986.0
406544,плед 100 на 180,https://www.wildberries.ru/catalog/0/search.aspx?search=плед%20100%20на%20180&xsearch=true&xsearch=true&sort=popular,2493.5,1470.0,2665.0,39.0,11.0,187.0,30.0,30.0,30.0,35.0,80.0,46.833333333333336,97246.5,208936.0,52234.0,21.0,wb,168.0
406550,ортопедический коврик модульный,https://www.wildberries.ru/catalog/0/search.aspx?search=ортопедический%20коврик%20модульный&xsearch=true&xsearch=true&sort=popular,1793.3666666666666,974.0,2677.0,315.0,55.0,1282.0,30.0,30.0,30.0,5.0,79.0,45.56666666666667,564910.5,1235245.6,308811.4,158.0,wb,371.0
406565,сковорода с антипригарным покрытием,https://www.wildberries.ru/catalog/0/search.aspx?search=сковорода%20с%20антипригарным%20покрытием&xsearch=true&xsearch=true&sort=popular,1573.3,396.0,2741.0,297.0,12.0,1196.0,30.0,30.0,30.0,39.0,79.0,64.4,467270.1,670677.0,167669.25,137.0,wb,346.0
406567,корзина для хранения фруктов,https://www.wildberries.ru/catalog/0/search.aspx?search=корзина%20для%20хранения%20фруктов&xsearch=true&xsearch=true&sort=popular,1150.5666666666666,388.0,3124.0,70.0,0.0,363.0,30.0,28.0,28.0,0.0,75.0,48.66666666666666,80539.67,170476.8,42619.2,52.0,wb,160.0
406576,пакеты икея,https://www.wildberries.ru/catalog/0/search.aspx?search=пакеты%20икея&xsearch=true&xsearch=true&sort=popular,1191.8333333333333,669.0,1827.0,243.0,0.0,690.0,6.0,6.0,6.0,14.0,84.0,65.16666666666667,289615.5,259542.4,64885.6,56.0,wb,229.0
406644,снуд воротник,https://www.wildberries.ru/catalog/0/search.aspx?search=снуд%20воротник&xsearch=true&xsearch=true&sort=popular,1042.4,352.0,2805.0,224.0,0.0,1964.0,30.0,30.0,30.0,0.0,87.0,50.7,233497.6,1234.0,308.5,1.0,wb,487.0
406658,зубная паста элмекс,https://www.wildberries.ru/catalog/0/search.aspx?search=зубная%20паста%20элмекс&xsearch=true&xsearch=true&sort=popular,675.5333333333333,354.0,1259.0,284.0,4.0,3052.0,29.0,27.0,27.0,0.0,51.0,38.03333333333333,191851.47,545872.8,136468.2,319.0,wb,699.0
406667,халатики женские,https://www.wildberries.ru/catalog/0/search.aspx?search=халатики%20женские&xsearch=true&xsearch=true&sort=popular,1355.4666666666667,788.0,2663.0,817.0,257.0,3422.0,30.0,30.0,30.0,14.0,78.0,47.0,1107416.27,2100542.4,525135.6,447.0,wb,799.0
406683,клеенка столовая,https://www.wildberries.ru/catalog/0/search.aspx?search=клеенка%20столовая&xsearch=true&xsearch=true&sort=popular,746.3666666666667,359.0,2556.0,225.0,22.0,1167.0,30.0,30.0,30.0,14.0,95.0,43.56666666666667,167932.5,384052.8,96013.2,89.0,wb,312.0
406699,"бокал, мама не бухает","https://www.wildberries.ru/catalog/0/search.aspx?search=бокал,%20мама%20не%20бухает&xsearch=true&xsearch=true&sort=popular",664.7666666666667,513.0,1521.0,164.0,33.0,808.0,30.0,30.0,30.0,10.0,74.0,53.266666666666666,109021.73,298702.8,74675.7,105.0,wb,235.0
406717,комплект постельного белья семейный ночь нежна,https://www.wildberries.ru/catalog/0/search.aspx?search=комплект%20постельного%20белья%20семейный%20ночь%20нежна&xsearch=true&xsearch=true&sort=popular,2295.6666666666665,1768.0,4160.0,89.0,12.0,310.0,30.0,30.0,30.0,60.0,83.0,75.76666666666667,204314.33,548160.0,137040.0,60.0,wb,187.0
406720,отливант женский,https://www.wildberries.ru/catalog/0/search.aspx?search=отливант%20женский&xsearch=true&xsearch=true&sort=popular,1350.5,351.0,3366.0,57.0,0.0,732.0,25.0,24.0,24.0,10.0,77.0,44.43333333333333,76978.5,84884.4,21221.1,13.0,wb,243.0
406724,расческа филипс,https://www.wildberries.ru/catalog/0/search.aspx?search=расческа%20филипс&xsearch=true&xsearch=true&sort=popular,2157.5,1289.0,3913.0,987.0,0.0,3940.0,1.0,1.0,1.0,30.0,60.0,50.75,2129452.5,2129452.5,532363.12,247.0,wb,932.0
