index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount
419542,как победить панические атаки,https://www.wildberries.ru/catalog/0/search.aspx?search=как%20победить%20панические%20атаки&xsearch=true&xsearch=true&sort=popular,6.0,620.0,394.0,1094.0,38.0,16.0,84.0,6.0,5.0,4.0,3.0,71.0,40.833333333333336
419740,ушастый нянь 9 кг,https://www.wildberries.ru/catalog/0/search.aspx?search=ушастый%20нянь%209%20кг&xsearch=true&xsearch=true&sort=popular,8.0,1484.625,1145.0,2188.0,113.0,0.0,401.0,6.0,6.0,6.0,0.0,61.0,22.25
419831,плед человек паук,https://www.wildberries.ru/catalog/0/search.aspx?search=плед%20человек%20паук&xsearch=true&xsearch=true&sort=popular,7.0,741.7142857142858,382.0,948.0,39.0,0.0,105.0,4.0,4.0,4.0,5.0,70.0,50.57142857142857
419984,анастасия постригай,https://www.wildberries.ru/catalog/0/search.aspx?search=анастасия%20постригай&xsearch=true&xsearch=true&sort=popular,4.0,788.75,638.0,937.0,26.0,14.0,43.0,4.0,4.0,1.0,20.0,32.0,24.0
420002,именной набор столовых приборов светлана,https://www.wildberries.ru/catalog/0/search.aspx?search=именной%20набор%20столовых%20приборов%20светлана&xsearch=true&xsearch=true&sort=popular,11.0,983.9090909090908,551.0,2337.0,8.0,0.0,56.0,1.0,1.0,1.0,5.0,76.0,52.72727272727273
420007,люси и стивен хокинг,https://www.wildberries.ru/catalog/0/search.aspx?search=люси%20и%20стивен%20хокинг&xsearch=true&xsearch=true&sort=popular,5.0,709.6,697.0,734.0,36.0,16.0,108.0,5.0,1.0,1.0,44.0,49.0,46.4
420099,липобейз эмульсия,https://www.wildberries.ru/catalog/0/search.aspx?search=липобейз%20эмульсия&xsearch=true&xsearch=true&sort=popular,4.0,623.75,483.0,807.0,158.0,68.0,216.0,3.0,3.0,3.0,5.0,19.0,14.5
420193,plaqueoff,https://www.wildberries.ru/catalog/0/search.aspx?search=plaqueoff&xsearch=true&xsearch=true&sort=popular,2.0,1822.5,1052.0,2593.0,54.0,36.0,72.0,2.0,2.0,2.0,15.0,31.0,23.0
420384,липобейз эмульсия для тела,https://www.wildberries.ru/catalog/0/search.aspx?search=липобейз%20эмульсия%20для%20тела&xsearch=true&xsearch=true&sort=popular,15.0,793.6,395.0,1142.0,126.0,23.0,216.0,5.0,5.0,4.0,5.0,51.0,33.266666666666666
420647,трайфл,https://www.wildberries.ru/catalog/0/search.aspx?search=трайфл&xsearch=true&xsearch=true&sort=popular,6.0,959.3333333333335,448.0,2099.0,26.0,0.0,118.0,3.0,3.0,1.0,50.0,62.0,59.16666666666666
