index_label,ключевые слова,url,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,среднемесячный оборот топ-30,среднемесячный оборот топ-5,средненедельный оборот топ-5,ориентировочное количество выкупов в неделю,market,lot_size_65_days
155636,мягкая игрушка лили,https://www.wildberries.ru/catalog/0/search.aspx?search=мягкая%20игрушка%20лили&xsearch=true&xsearch=true&sort=popular,1406.3666666666666,598.0,2113.0,78.0,3.0,605.0,28.0,28.0,28.0,15.0,82.0,64.03333333333333,109696.6,218834.0,54708.5,39.0,wb,218.0
155670,тюль белая плотная,https://www.wildberries.ru/catalog/0/search.aspx?search=тюль%20белая%20плотная&xsearch=true&xsearch=true&sort=popular,2115.6666666666665,654.0,4410.0,92.0,15.0,395.0,30.0,30.0,30.0,0.0,79.0,50.73333333333333,194641.33,422069.2,105517.3,60.0,wb,199.0
155673,балаклава аниса,https://www.wildberries.ru/catalog/0/search.aspx?search=балаклава%20аниса&xsearch=true&xsearch=true&sort=popular,1989.0,1989.0,1989.0,35.0,24.0,46.0,8.0,8.0,5.0,49.0,49.0,49.0,69615.0,79560.0,19890.0,10.0,wb,122.0
155679,коврик йога,https://www.wildberries.ru/catalog/0/search.aspx?search=коврик%20йога&xsearch=true&xsearch=true&sort=popular,1160.5666666666666,440.0,3276.0,495.0,0.0,2763.0,29.0,29.0,29.0,0.0,78.0,48.76666666666666,574480.5,1038408.8,259602.2,319.0,wb,656.0
155683,стеллажи в ванну,https://www.wildberries.ru/catalog/0/search.aspx?search=стеллажи%20в%20ванну&xsearch=true&xsearch=true&sort=popular,2111.833333333333,1174.0,4314.0,390.0,29.0,3408.0,30.0,30.0,30.0,0.0,79.0,48.2,823615.0,2155954.2,538988.55,383.0,wb,821.0
155692,издательство махаон / гарри поттер (с цветными иллюстрациями),https://www.wildberries.ru/catalog/0/search.aspx?search=издательство%20махаон%20/%20гарри%20поттер%20(с%20цветными%20иллюстрациями)&xsearch=true&xsearch=true&sort=popular,988.7,459.0,4345.0,141.0,0.0,1002.0,23.0,23.0,23.0,40.0,40.0,40.0,139406.7,46239.6,11559.9,17.0,wb,286.0
155696,шапка для малышей на осень,https://www.wildberries.ru/catalog/0/search.aspx?search=шапка%20для%20малышей%20на%20осень&xsearch=true&xsearch=true&sort=popular,751.5666666666667,424.0,1968.0,916.0,293.0,3044.0,30.0,30.0,30.0,10.0,68.0,46.6,688435.07,907471.2,226867.8,309.0,wb,700.0
155747,фигурки кошка,https://www.wildberries.ru/catalog/0/search.aspx?search=фигурки%20кошка&xsearch=true&xsearch=true&sort=popular,1123.1,379.0,2671.0,130.0,8.0,821.0,30.0,30.0,30.0,0.0,81.0,43.66666666666666,146003.0,599614.4,149903.6,109.0,wb,253.0
155759,жалюзи алюминиевые,https://www.wildberries.ru/catalog/0/search.aspx?search=жалюзи%20алюминиевые&xsearch=true&xsearch=true&sort=popular,1059.3,575.0,1746.0,70.0,7.0,320.0,29.0,29.0,29.0,0.0,71.0,47.16666666666666,74151.0,114091.2,28522.8,27.0,wb,148.0
155762,украшения для поделок,https://www.wildberries.ru/catalog/0/search.aspx?search=украшения%20для%20поделок&xsearch=true&xsearch=true&sort=popular,1293.2333333333333,389.0,3599.0,173.0,25.0,849.0,30.0,30.0,30.0,0.0,65.0,23.83333333333333,223729.37,423259.2,105814.8,100.0,wb,265.0
155769,джинсы женские зауженные,https://www.wildberries.ru/catalog/0/search.aspx?search=джинсы%20женские%20зауженные&xsearch=true&xsearch=true&sort=popular,1846.9,1347.0,3749.0,655.0,102.0,2302.0,30.0,30.0,30.0,25.0,77.0,59.63333333333333,1209719.5,2301937.2,575484.3,310.0,wb,584.0
155786,nyx makeup фиксатор,https://www.wildberries.ru/catalog/0/search.aspx?search=nyx%20makeup%20фиксатор&xsearch=true&xsearch=true&sort=popular,593.5,369.0,750.0,189.0,0.0,620.0,8.0,8.0,8.0,15.0,58.0,22.0,112171.5,135905.6,33976.4,58.0,wb,194.0
