index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,market,lot_size_65_days
25183,шварцкопф маска,https://www.wildberries.ru/catalog/0/search.aspx?search=шварцкопф%20маска&xsearch=true&xsearch=true&sort=popular,8.0,1454.375,873.0,2782.0,27.0,6.0,59.0,6.0,4.0,3.0,10.0,50.0,35.25,wb,107.0
25584,электрозажигалка,https://www.wildberries.ru/catalog/0/search.aspx?search=электрозажигалка&xsearch=true&xsearch=true&sort=popular,13.0,656.6153846153846,360.0,1023.0,39.0,0.0,136.0,11.0,11.0,11.0,20.0,77.0,42.384615384615394,wb,96.0
25659,rgb габариты,https://www.wildberries.ru/catalog/0/search.aspx?search=rgb%20габариты&xsearch=true&xsearch=true&sort=popular,12.0,1262.8333333333333,380.0,2979.0,37.0,0.0,156.0,12.0,12.0,12.0,19.0,78.0,52.91666666666666,wb,121.0
25734,шлепки женские пума,https://www.wildberries.ru/catalog/0/search.aspx?search=шлепки%20женские%20пума&xsearch=true&xsearch=true&sort=popular,4.0,1049.5,935.0,1194.0,39.0,6.0,74.0,3.0,3.0,2.0,40.0,53.0,47.25,wb,97.0
25774,новопассит,https://www.wildberries.ru/catalog/0/search.aspx?search=новопассит&xsearch=true&xsearch=true&sort=popular,1.0,389.0,389.0,389.0,101.0,101.0,101.0,1.0,1.0,1.0,30.0,30.0,30.0,wb,80.0
25870,мерфи технический анализ,https://www.wildberries.ru/catalog/0/search.aspx?search=мерфи%20технический%20анализ&xsearch=true&xsearch=true&sort=popular,1.0,1855.0,1855.0,1855.0,51.0,51.0,51.0,1.0,1.0,1.0,34.0,34.0,34.0,wb,119.0
25893,скатерть прямоугольная водоотталкивающая 220,https://www.wildberries.ru/catalog/0/search.aspx?search=скатерть%20прямоугольная%20водоотталкивающая%20220&xsearch=true&xsearch=true&sort=popular,96.0,1610.1875,673.0,4240.0,4.0,0.0,72.0,18.0,13.0,1.0,15.0,78.0,37.71875,wb,115.0
25944,защита картера лада веста,https://www.wildberries.ru/catalog/0/search.aspx?search=защита%20картера%20лада%20веста&xsearch=true&xsearch=true&sort=popular,2.0,3419.5,3139.0,3700.0,67.0,8.0,125.0,1.0,1.0,1.0,0.0,30.0,15.0,wb,186.0
26178,набор для рисования водой из 25 предметов развивающие игрушки игровой детский коврик для раскраски,https://www.wildberries.ru/catalog/0/search.aspx?search=набор%20для%20рисования%20водой%20из%2025%20предметов%20развивающие%20игрушки%20игровой%20детский%20коврик%20для%20раскраски&xsearch=true&xsearch=true&sort=popular,15.0,1404.666666666667,774.0,1690.0,27.0,0.0,125.0,7.0,7.0,7.0,30.0,85.0,67.13333333333334,wb,119.0
26503,паста для шугаринга 1000,https://www.wildberries.ru/catalog/0/search.aspx?search=паста%20для%20шугаринга%201000&xsearch=true&xsearch=true&sort=popular,18.0,892.0555555555555,357.0,3149.0,360.0,0.0,4566.0,8.0,8.0,3.0,0.0,92.0,56.111111111111114,wb,1019.0
