index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,категория
122933,от коликов,https://www.wildberries.ru/catalog/0/search.aspx?search=от%20коликов&xsearch=true&xsearch=true&sort=popular,6.0,671.5,388.0,960.0,39.0,1.0,102.0,4.0,4.0,3.0,40.0,61.0,50.33333333333334,
122934,kumon рисовать,https://www.wildberries.ru/catalog/0/search.aspx?search=kumon%20рисовать&xsearch=true&xsearch=true&sort=popular,10.0,499.6,383.0,595.0,24.0,0.0,108.0,5.0,2.0,2.0,19.0,47.0,35.4,
122961,детская смесь нестожен,https://www.wildberries.ru/catalog/0/search.aspx?search=детская%20смесь%20нестожен&xsearch=true&xsearch=true&sort=popular,11.0,871.8181818181819,464.0,1530.0,769.0,0.0,2587.0,10.0,10.0,10.0,0.0,30.0,9.636363636363637,смесь детская
123313,перчатки вратарские футбольные,https://www.wildberries.ru/catalog/0/search.aspx?search=перчатки%20вратарские%20футбольные&xsearch=true&xsearch=true&sort=popular,37.0,1162.4054054054054,549.0,2987.0,35.0,0.0,666.0,35.0,25.0,24.0,3.0,69.0,35.21621621621622,перчатка
123465,тренажер бубновского,https://www.wildberries.ru/catalog/0/search.aspx?search=тренажер%20бубновского&xsearch=true&xsearch=true&sort=popular,1.0,1089.0,1089.0,1089.0,139.0,139.0,139.0,1.0,1.0,1.0,51.0,51.0,51.0,тренажер
123484,прорезиненные носки для собак,https://www.wildberries.ru/catalog/0/search.aspx?search=прорезиненные%20носки%20для%20собак&xsearch=true&xsearch=true&sort=popular,15.0,952.6666666666665,364.0,1873.0,12.0,0.0,100.0,6.0,4.0,4.0,0.0,66.0,34.73333333333333,носок прорезиненный
123557,машинка закаточная автомат люкс-п,https://www.wildberries.ru/catalog/0/search.aspx?search=машинка%20закаточная%20автомат%20люкс-п&xsearch=true&xsearch=true&sort=popular,21.0,1205.6666666666667,749.0,2650.0,24.0,0.0,198.0,7.0,7.0,1.0,0.0,56.0,37.142857142857146,машинка
123558,закаточная машинка автомат,https://www.wildberries.ru/catalog/0/search.aspx?search=закаточная%20машинка%20автомат&xsearch=true&xsearch=true&sort=popular,43.0,1042.2558139534883,363.0,2650.0,111.0,59.0,198.0,3.0,3.0,3.0,0.0,71.0,37.27906976744186,автомат закаточный
123559,закаточная машинка кредмаш,https://www.wildberries.ru/catalog/0/search.aspx?search=закаточная%20машинка%20кредмаш&xsearch=true&xsearch=true&sort=popular,7.0,822.4285714285713,694.0,971.0,112.0,1.0,493.0,5.0,3.0,3.0,34.0,51.0,43.28571428571429,машинка закаточный
123581,белые джинсы befree,https://www.wildberries.ru/catalog/0/search.aspx?search=белые%20джинсы%20befree&xsearch=true&xsearch=true&sort=popular,40.0,1588.125,755.0,2618.0,31.0,1.0,119.0,37.0,37.0,31.0,3.0,70.0,36.825,джинсы белый
