index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,market,lot_size_65_days
234,кристин ханна соловей,https://www.wildberries.ru/catalog/0/search.aspx?search=кристин%20ханна%20соловей&xsearch=true&xsearch=true&sort=popular,1.0,466.0,466.0,466.0,215.0,215.0,215.0,1.0,1.0,1.0,44.0,44.0,44.0,wb,106.0
397,ролик для пресса с возвратным механизмом,https://www.wildberries.ru/catalog/0/search.aspx?search=ролик%20для%20пресса%20с%20возвратным%20механизмом&xsearch=true&xsearch=true&sort=popular,16.0,1540.6875,661.0,2261.0,14.0,0.0,182.0,2.0,1.0,1.0,0.0,79.0,45.875,wb,135.0
531,кошма,https://www.wildberries.ru/catalog/0/search.aspx?search=кошма&xsearch=true&xsearch=true&sort=popular,11.0,955.6363636363636,506.0,1498.0,12.0,0.0,44.0,5.0,4.0,1.0,3.0,51.0,34.18181818181818,wb,87.0
560,иван поле морс,https://www.wildberries.ru/catalog/0/search.aspx?search=иван%20поле%20морс&xsearch=true&xsearch=true&sort=popular,2.0,674.0,674.0,674.0,527.0,430.0,623.0,2.0,2.0,2.0,65.0,65.0,65.0,wb,197.0
1060,лида капсулы,https://www.wildberries.ru/catalog/0/search.aspx?search=лида%20капсулы&xsearch=true&xsearch=true&sort=popular,3.0,1008.0,661.0,1690.0,2224.0,564.0,3822.0,3.0,3.0,3.0,51.0,85.0,65.66666666666667,wb,870.0
1526,шампунь пантовигар,https://www.wildberries.ru/catalog/0/search.aspx?search=шампунь%20пантовигар&xsearch=true&xsearch=true&sort=popular,2.0,715.5,620.0,811.0,124.0,49.0,198.0,2.0,2.0,2.0,60.0,60.0,60.0,wb,111.0
1734,ежик игоша,https://www.wildberries.ru/catalog/0/search.aspx?search=ежик%20игоша&xsearch=true&xsearch=true&sort=popular,20.0,1380.05,558.0,2971.0,1117.0,0.0,6557.0,19.0,19.0,19.0,25.0,51.0,35.55,wb,1447.0
1795,aravia azelaic,https://www.wildberries.ru/catalog/0/search.aspx?search=aravia%20azelaic&xsearch=true&xsearch=true&sort=popular,2.0,609.5,481.0,738.0,1937.0,1243.0,2631.0,2.0,2.0,2.0,30.0,35.0,32.5,wb,610.0
2783,книга мэй маска,https://www.wildberries.ru/catalog/0/search.aspx?search=книга%20мэй%20маска&xsearch=true&xsearch=true&sort=popular,3.0,732.3333333333335,712.0,765.0,142.0,4.0,258.0,2.0,2.0,2.0,26.0,30.0,28.0,wb,124.0
2886,чулки омса,https://www.wildberries.ru/catalog/0/search.aspx?search=чулки%20омса&xsearch=true&xsearch=true&sort=popular,65.0,808.9076923076923,559.0,1638.0,14.0,0.0,368.0,21.0,21.0,14.0,10.0,71.0,49.58461538461538,wb,149.0
3312,нестожен 4,https://www.wildberries.ru/catalog/0/search.aspx?search=нестожен%204&xsearch=true&xsearch=true&sort=popular,2.0,682.0,476.0,888.0,1006.0,361.0,1650.0,2.0,2.0,2.0,18.0,20.0,19.0,wb,410.0
3537,жидкость для декальцинации,https://www.wildberries.ru/catalog/0/search.aspx?search=жидкость%20для%20декальцинации&xsearch=true&xsearch=true&sort=popular,6.0,962.3333333333335,740.0,1286.0,103.0,4.0,558.0,6.0,5.0,1.0,0.0,69.0,46.16666666666666,wb,194.0
3616,чайник клюква,https://www.wildberries.ru/catalog/0/search.aspx?search=чайник%20клюква&xsearch=true&xsearch=true&sort=popular,8.0,804.875,409.0,1805.0,45.0,1.0,191.0,4.0,4.0,4.0,52.0,74.0,62.375,wb,113.0
4010,зола сумка,https://www.wildberries.ru/catalog/0/search.aspx?search=зола%20сумка&xsearch=true&xsearch=true&sort=popular,52.0,1260.5,404.0,2374.0,15.0,0.0,152.0,29.0,11.0,8.0,5.0,61.0,26.01923076923077,wb,120.0
4070,sankai туалетная вода,https://www.wildberries.ru/catalog/0/search.aspx?search=sankai%20туалетная%20вода&xsearch=true&xsearch=true&sort=popular,10.0,1345.1,551.0,1900.0,2308.0,9.0,5401.0,10.0,10.0,10.0,10.0,51.0,38.7,wb,1207.0
4156,тонзинал,https://www.wildberries.ru/catalog/0/search.aspx?search=тонзинал&xsearch=true&xsearch=true&sort=popular,2.0,988.0,559.0,1417.0,71.0,71.0,71.0,1.0,1.0,1.0,24.0,51.0,37.5,wb,94.0
4158,маски медицинские чистовье,https://www.wildberries.ru/catalog/0/search.aspx?search=маски%20медицинские%20чистовье&xsearch=true&xsearch=true&sort=popular,26.0,498.8076923076923,390.0,1149.0,80.0,0.0,434.0,16.0,16.0,12.0,0.0,81.0,37.653846153846146,wb,153.0
4340,ореховый будда,https://www.wildberries.ru/catalog/0/search.aspx?search=ореховый%20будда&xsearch=true&xsearch=true&sort=popular,2.0,435.0,420.0,450.0,26.0,2.0,50.0,1.0,1.0,1.0,0.0,20.0,10.0,wb,71.0
4348,секреты пластилина книга,https://www.wildberries.ru/catalog/0/search.aspx?search=секреты%20пластилина%20книга&xsearch=true&xsearch=true&sort=popular,2.0,434.5,382.0,487.0,219.0,164.0,274.0,2.0,2.0,2.0,40.0,40.0,40.0,wb,117.0
4557,запчасти для блендера,https://www.wildberries.ru/catalog/0/search.aspx?search=запчасти%20для%20блендера&xsearch=true&xsearch=true&sort=popular,11.0,610.1818181818181,362.0,1019.0,12.0,1.0,43.0,5.0,5.0,5.0,0.0,74.0,40.0,wb,76.0
4690,антирефлюкс,https://www.wildberries.ru/catalog/0/search.aspx?search=антирефлюкс&xsearch=true&xsearch=true&sort=popular,3.0,809.6666666666665,646.0,984.0,656.0,296.0,1152.0,3.0,3.0,3.0,13.0,26.0,20.666666666666668,wb,311.0
4922,машинка против катушек,https://www.wildberries.ru/catalog/0/search.aspx?search=машинка%20против%20катушек&xsearch=true&xsearch=true&sort=popular,32.0,790.6875,353.0,2350.0,11.0,0.0,106.0,5.0,5.0,5.0,0.0,81.0,30.5625,wb,95.0
5168,крем revitalift,https://www.wildberries.ru/catalog/0/search.aspx?search=крем%20revitalift&xsearch=true&xsearch=true&sort=popular,18.0,788.8888888888888,525.0,1611.0,233.0,0.0,479.0,18.0,18.0,18.0,20.0,46.0,32.166666666666664,wb,172.0
