index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount
25,zeva,https://www.wildberries.ru/catalog/0/search.aspx?search=zeva&xsearch=true&xsearch=true&sort=popular,1.0,399.0,399.0,399.0,96.0,96.0,96.0,1.0,1.0,1.0,46.0,46.0,46.0
234,постельное белье танк,https://www.wildberries.ru/catalog/0/search.aspx?search=постельное%20белье%20танк&xsearch=true&xsearch=true&sort=popular,43.0,1351.9767441860465,1032.0,1861.0,6.0,0.0,96.0,7.0,2.0,2.0,37.0,76.0,58.3953488372093
236,водосчетчик,https://www.wildberries.ru/catalog/0/search.aspx?search=водосчетчик&xsearch=true&xsearch=true&sort=popular,13.0,1170.4615384615386,775.0,1493.0,32.0,0.0,119.0,10.0,10.0,10.0,5.0,48.0,27.153846153846153
537,кошачья дверь,https://www.wildberries.ru/catalog/0/search.aspx?search=кошачья%20дверь&xsearch=true&xsearch=true&sort=popular,14.0,1348.857142857143,706.0,2600.0,9.0,0.0,44.0,8.0,6.0,5.0,0.0,60.0,33.214285714285715
990,наклейка на топливный бак,https://www.wildberries.ru/catalog/0/search.aspx?search=наклейка%20на%20топливный%20бак&xsearch=true&xsearch=true&sort=popular,1.0,460.0,460.0,460.0,58.0,58.0,58.0,1.0,1.0,1.0,29.0,29.0,29.0
1461,диодные лампы h1,https://www.wildberries.ru/catalog/0/search.aspx?search=диодные%20лампы%20h1&xsearch=true&xsearch=true&sort=popular,6.0,924.5,351.0,1817.0,51.0,1.0,261.0,4.0,4.0,4.0,22.0,66.0,46.33333333333334
1542,волшебный боб,https://www.wildberries.ru/catalog/0/search.aspx?search=волшебный%20боб&xsearch=true&xsearch=true&sort=popular,1.0,1317.0,1317.0,1317.0,1106.0,1106.0,1106.0,1.0,1.0,1.0,50.0,50.0,50.0
1761,ингалятор махольда,https://www.wildberries.ru/catalog/0/search.aspx?search=ингалятор%20махольда&xsearch=true&xsearch=true&sort=popular,1.0,622.0,622.0,622.0,154.0,154.0,154.0,1.0,1.0,1.0,5.0,5.0,5.0
1879,optibay,https://www.wildberries.ru/catalog/0/search.aspx?search=optibay&xsearch=true&xsearch=true&sort=popular,9.0,658.7777777777778,442.0,1100.0,16.0,0.0,40.0,5.0,4.0,3.0,0.0,75.0,45.77777777777778
1891,энциклопедия рыбалка,https://www.wildberries.ru/catalog/0/search.aspx?search=энциклопедия%20рыбалка&xsearch=true&xsearch=true&sort=popular,17.0,532.8823529411766,386.0,1235.0,24.0,0.0,137.0,12.0,12.0,12.0,5.0,90.0,40.352941176470594
1927,чаша для воскоплава,https://www.wildberries.ru/catalog/0/search.aspx?search=чаша%20для%20воскоплава&xsearch=true&xsearch=true&sort=popular,22.0,780.4545454545455,352.0,1999.0,66.0,0.0,820.0,17.0,15.0,15.0,0.0,80.0,54.59090909090909
2023,машинка от секущихся волос,https://www.wildberries.ru/catalog/0/search.aspx?search=машинка%20от%20секущихся%20волос&xsearch=true&xsearch=true&sort=popular,11.0,1685.3636363636365,626.0,2964.0,20.0,0.0,69.0,7.0,7.0,7.0,30.0,61.0,43.09090909090909
2027,ультразвуковые исследования,https://www.wildberries.ru/catalog/0/search.aspx?search=ультразвуковые%20исследования&xsearch=true&xsearch=true&sort=popular,7.0,1267.7142857142858,391.0,2354.0,95.0,1.0,634.0,5.0,5.0,5.0,15.0,59.0,48.85714285714285
2053,тюль вуаль 500 на 230,https://www.wildberries.ru/catalog/0/search.aspx?search=тюль%20вуаль%20500%20на%20230&xsearch=true&xsearch=true&sort=popular,3.0,1357.3333333333333,990.0,1541.0,72.0,4.0,186.0,2.0,2.0,1.0,70.0,82.0,74.0
2513,школа семи гномов набор,https://www.wildberries.ru/catalog/0/search.aspx?search=школа%20семи%20гномов%20набор&xsearch=true&xsearch=true&sort=popular,9.0,501.5555555555555,420.0,944.0,36.0,15.0,73.0,9.0,9.0,4.0,34.0,64.0,40.22222222222222
2570,кодекс братана,https://www.wildberries.ru/catalog/0/search.aspx?search=кодекс%20братана&xsearch=true&xsearch=true&sort=popular,1.0,410.0,410.0,410.0,47.0,47.0,47.0,1.0,1.0,1.0,18.0,18.0,18.0
3140,шапка рибок,https://www.wildberries.ru/catalog/0/search.aspx?search=шапка%20рибок&xsearch=true&xsearch=true&sort=popular,21.0,782.6666666666665,518.0,2421.0,6.0,0.0,44.0,4.0,4.0,4.0,10.0,87.0,69.23809523809524
3195,лоцерил,https://www.wildberries.ru/catalog/0/search.aspx?search=лоцерил&xsearch=true&xsearch=true&sort=popular,1.0,620.0,620.0,620.0,107.0,107.0,107.0,1.0,1.0,1.0,22.0,22.0,22.0
3599,миноксин сыворотка,https://www.wildberries.ru/catalog/0/search.aspx?search=миноксин%20сыворотка&xsearch=true&xsearch=true&sort=popular,1.0,418.0,418.0,418.0,1788.0,1788.0,1788.0,1.0,1.0,1.0,24.0,24.0,24.0
3657,молоко фундук,https://www.wildberries.ru/catalog/0/search.aspx?search=молоко%20фундук&xsearch=true&xsearch=true&sort=popular,11.0,736.4545454545455,427.0,1742.0,16.0,0.0,75.0,2.0,2.0,2.0,0.0,58.0,31.54545454545455
3866,"открытка стильная открытка ручной работы белый, сиреневый, зеленый свадьба","https://www.wildberries.ru/catalog/0/search.aspx?search=открытка%20стильная%20открытка%20ручной%20работы%20белый,%20сиреневый,%20зеленый%20свадьба&xsearch=true&xsearch=true&sort=popular",1.0,398.0,398.0,398.0,3342.0,3342.0,3342.0,1.0,1.0,1.0,51.0,51.0,51.0
3893,фортифлора,https://www.wildberries.ru/catalog/0/search.aspx?search=фортифлора&xsearch=true&xsearch=true&sort=popular,1.0,1664.0,1664.0,1664.0,129.0,129.0,129.0,1.0,1.0,1.0,7.0,7.0,7.0
4169,тапки домашние женские белста,https://www.wildberries.ru/catalog/0/search.aspx?search=тапки%20домашние%20женские%20белста&xsearch=true&xsearch=true&sort=popular,7.0,1124.7142857142858,873.0,1309.0,12.0,2.0,41.0,2.0,1.0,1.0,12.0,58.0,35.142857142857146
4268,халат домашний лана,https://www.wildberries.ru/catalog/0/search.aspx?search=халат%20домашний%20лана&xsearch=true&xsearch=true&sort=popular,22.0,711.1363636363636,403.0,1176.0,71.0,0.0,224.0,18.0,17.0,16.0,5.0,74.0,46.72727272727273
4437,озорная колбаса,https://www.wildberries.ru/catalog/0/search.aspx?search=озорная%20колбаса&xsearch=true&xsearch=true&sort=popular,1.0,663.0,663.0,663.0,73.0,73.0,73.0,1.0,1.0,1.0,55.0,55.0,55.0
4442,бутылка для воды 1500 мл,https://www.wildberries.ru/catalog/0/search.aspx?search=бутылка%20для%20воды%201500%20мл&xsearch=true&xsearch=true&sort=popular,15.0,1344.6,927.0,1569.0,13.0,0.0,74.0,5.0,5.0,2.0,0.0,51.0,38.06666666666667
4633,осветляющая краска для бровей,https://www.wildberries.ru/catalog/0/search.aspx?search=осветляющая%20краска%20для%20бровей&xsearch=true&xsearch=true&sort=popular,21.0,644.0952380952381,399.0,1788.0,12.0,0.0,61.0,9.0,5.0,5.0,0.0,68.0,34.23809523809524
