index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,категория
191930,бейсболка чудо-кроха,https://www.wildberries.ru/catalog/0/search.aspx?search=бейсболка%20чудо-кроха&xsearch=true&xsearch=true&sort=popular,73.0,719.1917808219179,362.0,884.0,19.0,0.0,111.0,58.0,35.0,35.0,22.0,68.0,35.43835616438356,чудо
191932,max factor masterpiece,https://www.wildberries.ru/catalog/0/search.aspx?search=max%20factor%20masterpiece&xsearch=true&xsearch=true&sort=popular,9.0,657.7777777777778,449.0,1015.0,144.0,5.0,529.0,8.0,7.0,6.0,,,,
191997,аккумулятор honor 7x,https://www.wildberries.ru/catalog/0/search.aspx?search=аккумулятор%20honor%207x&xsearch=true&xsearch=true&sort=popular,7.0,1116.7142857142858,590.0,2784.0,12.0,0.0,40.0,5.0,5.0,2.0,,,,аккумулятор
192004,большой альбом по развитию речи батяева,https://www.wildberries.ru/catalog/0/search.aspx?search=большой%20альбом%20по%20развитию%20речи%20батяева&xsearch=true&xsearch=true&sort=popular,3.0,639.0,615.0,658.0,74.0,4.0,212.0,2.0,2.0,2.0,17.0,39.0,28.66666666666667,альбом большой
192035,мамаландия пеньюар,https://www.wildberries.ru/catalog/0/search.aspx?search=мамаландия%20пеньюар&xsearch=true&xsearch=true&sort=popular,24.0,1457.208333333333,1051.0,1876.0,18.0,0.0,54.0,18.0,18.0,7.0,26.0,61.0,47.04166666666666,пеньюар мамаландия
192041,"starke / массажная щетка для тела из натуральной щетины, для похудения и сухого массажа, антицеллюлитная","https://www.wildberries.ru/catalog/0/search.aspx?search=starke%20/%20массажная%20щетка%20для%20тела%20из%20натуральной%20щетины,%20для%20похудения%20и%20сухого%20массажа,%20антицеллюлитная&xsearch=true&xsearch=true&sort=popular",2.0,392.0,372.0,412.0,158.0,100.0,216.0,3.0,3.0,3.0,30.0,30.0,30.0,щетка
192051,махровая простыня karna,https://www.wildberries.ru/catalog/0/search.aspx?search=махровая%20простыня%20karna&xsearch=true&xsearch=true&sort=popular,1.0,1675.0,1675.0,1675.0,108.0,108.0,108.0,2.0,2.0,2.0,64.0,64.0,64.0,махровый
192060,рюкзак ovonzo,https://www.wildberries.ru/catalog/0/search.aspx?search=рюкзак%20ovonzo&xsearch=true&xsearch=true&sort=popular,1.0,2804.0,2804.0,2804.0,41.0,41.0,41.0,2.0,2.0,2.0,89.0,89.0,89.0,рюкзак
192109,книга родничок,https://www.wildberries.ru/catalog/0/search.aspx?search=книга%20родничок&xsearch=true&xsearch=true&sort=popular,3.0,399.0,399.0,399.0,124.0,42.0,189.0,4.0,4.0,4.0,20.0,20.0,20.0,книга
192187,gp 100aaahc,https://www.wildberries.ru/catalog/0/search.aspx?search=gp%20100aaahc&xsearch=true&xsearch=true&sort=popular,3.0,697.6666666666665,421.0,1007.0,353.0,212.0,624.0,4.0,4.0,4.0,63.0,64.0,63.33333333333334,
192277,набор первоклассника отличник,https://www.wildberries.ru/catalog/0/search.aspx?search=набор%20первоклассника%20отличник&xsearch=true&xsearch=true&sort=popular,16.0,1105.0,610.0,1656.0,34.0,0.0,213.0,16.0,16.0,16.0,17.0,64.0,31.125,набор
192362,эфирное масло зейтун,https://www.wildberries.ru/catalog/0/search.aspx?search=эфирное%20масло%20зейтун&xsearch=true&xsearch=true&sort=popular,14.0,841.1428571428571,350.0,2558.0,19.0,0.0,73.0,9.0,6.0,4.0,60.0,70.0,64.14285714285714,масло эфирный
192369,пустышка динамическая,https://www.wildberries.ru/catalog/0/search.aspx?search=пустышка%20динамическая&xsearch=true&xsearch=true&sort=popular,17.0,479.35294117647067,374.0,614.0,9.0,0.0,40.0,6.0,5.0,5.0,,,,пустышка
192374,бутылочка como tomo,https://www.wildberries.ru/catalog/0/search.aspx?search=бутылочка%20como%20tomo&xsearch=true&xsearch=true&sort=popular,4.0,1444.5,1396.0,1493.0,266.0,177.0,321.0,5.0,5.0,5.0,3.0,3.0,3.0,бутылочка
192394,защитное стекло хонор 9 лайт (электроника),https://www.wildberries.ru/catalog/0/search.aspx?search=защитное%20стекло%20хонор%209%20лайт%20(электроника)&xsearch=true&xsearch=true&sort=popular,1.0,530.0,530.0,530.0,140.0,140.0,140.0,2.0,2.0,2.0,,,,стекло защитный
