index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,market,lot_size_65_days
255,диффузор ароматический манго 50 мл,https://www.wildberries.ru/catalog/0/search.aspx?search=диффузор%20ароматический%20манго%2050%20мл&xsearch=true&xsearch=true&sort=popular,8.0,969.125,431.0,1990.0,37.0,0.0,147.0,5.0,4.0,4.0,0.0,56.0,28.875,wb,109.0
590,очки в стиле стимпанк,https://www.wildberries.ru/catalog/0/search.aspx?search=очки%20в%20стиле%20стимпанк&xsearch=true&xsearch=true&sort=popular,34.0,1162.9411764705885,387.0,4090.0,9.0,0.0,91.0,11.0,11.0,11.0,0.0,70.0,50.67647058823529,ali,104.0
790,шапка мужская зимняя рибок,https://www.wildberries.ru/catalog/0/search.aspx?search=шапка%20мужская%20зимняя%20рибок&xsearch=true&xsearch=true&sort=popular,10.0,1209.3,799.0,1529.0,55.0,0.0,131.0,7.0,7.0,7.0,10.0,79.0,39.0,wb,114.0
910,измельчитель вихрь,https://www.wildberries.ru/catalog/0/search.aspx?search=измельчитель%20вихрь&xsearch=true&xsearch=true&sort=popular,3.0,4190.0,4190.0,4190.0,19.0,0.0,54.0,2.0,2.0,2.0,0.0,30.0,20.0,wb,198.0
1253,смарт часы м5,https://www.wildberries.ru/catalog/0/search.aspx?search=смарт%20часы%20м5&xsearch=true&xsearch=true&sort=popular,39.0,740.8717948717949,413.0,2789.0,85.0,0.0,1443.0,36.0,18.0,18.0,29.0,90.0,60.0,wb,369.0
1493,халат для рисования,https://www.wildberries.ru/catalog/0/search.aspx?search=халат%20для%20рисования&xsearch=true&xsearch=true&sort=popular,6.0,1022.6666666666665,604.0,1470.0,124.0,0.0,507.0,6.0,2.0,2.0,7.0,48.0,33.833333333333336,wb,185.0
1531,perfecto,https://www.wildberries.ru/catalog/0/search.aspx?search=perfecto&xsearch=true&xsearch=true&sort=popular,2.0,1084.0,489.0,1679.0,270.0,0.0,539.0,1.0,1.0,1.0,20.0,89.0,54.5,wb,194.0
1612,флореаль гель,https://www.wildberries.ru/catalog/0/search.aspx?search=флореаль%20гель&xsearch=true&xsearch=true&sort=popular,1.0,738.0,738.0,738.0,47.0,47.0,47.0,1.0,1.0,1.0,30.0,30.0,30.0,wb,81.0
1749,дошиповка шин,https://www.wildberries.ru/catalog/0/search.aspx?search=дошиповка%20шин&xsearch=true&xsearch=true&sort=popular,2.0,2850.0,2800.0,2900.0,114.0,114.0,114.0,1.0,1.0,1.0,0.0,0.0,0.0,wb,165.0
1788,тепло дерева учим счет,https://www.wildberries.ru/catalog/0/search.aspx?search=тепло%20дерева%20учим%20счет&xsearch=true&xsearch=true&sort=popular,2.0,561.5,367.0,756.0,36.0,28.0,43.0,2.0,2.0,1.0,58.0,75.0,66.5,wb,74.0
2050,шар для шиншиллы,https://www.wildberries.ru/catalog/0/search.aspx?search=шар%20для%20шиншиллы&xsearch=true&xsearch=true&sort=popular,3.0,471.33333333333326,375.0,570.0,68.0,2.0,197.0,1.0,1.0,1.0,25.0,50.0,36.333333333333336,wb,103.0
2150,с папой буря не страшна,https://www.wildberries.ru/catalog/0/search.aspx?search=с%20папой%20буря%20не%20страшна&xsearch=true&xsearch=true&sort=popular,8.0,579.5,351.0,819.0,69.0,0.0,214.0,6.0,5.0,5.0,0.0,46.0,25.375,wb,110.0
2683,шарф арафатка,https://www.wildberries.ru/catalog/0/search.aspx?search=шарф%20арафатка&xsearch=true&xsearch=true&sort=popular,96.0,969.4479166666665,368.0,2842.0,6.0,0.0,46.0,73.0,32.0,31.0,0.0,79.0,34.03125,wb,88.0
2750,внешний жесткий диск 500 гб,https://www.wildberries.ru/catalog/0/search.aspx?search=внешний%20жесткий%20диск%20500%20гб&xsearch=true&xsearch=true&sort=popular,6.0,3116.5,3010.0,3499.0,12.0,0.0,66.0,1.0,1.0,1.0,0.0,32.0,23.0,wb,164.0
3263,книга потомки солнца,https://www.wildberries.ru/catalog/0/search.aspx?search=книга%20потомки%20солнца&xsearch=true&xsearch=true&sort=popular,2.0,360.0,360.0,360.0,49.0,47.0,51.0,2.0,2.0,2.0,20.0,20.0,20.0,wb,69.0
3326,подлокотник ниссан альмера,https://www.wildberries.ru/catalog/0/search.aspx?search=подлокотник%20ниссан%20альмера&xsearch=true&xsearch=true&sort=popular,18.0,1748.2777777777776,1043.0,2976.0,30.0,0.0,302.0,15.0,15.0,10.0,0.0,50.0,29.777777777777782,wb,167.0
3360,набор бульонниц на подставке,https://www.wildberries.ru/catalog/0/search.aspx?search=набор%20бульонниц%20на%20подставке&xsearch=true&xsearch=true&sort=popular,35.0,1577.3714285714286,570.0,2274.0,4.0,0.0,63.0,26.0,1.0,1.0,0.0,72.0,51.485714285714295,wb,112.0
3436,шапочка экспресс шампунь,https://www.wildberries.ru/catalog/0/search.aspx?search=шапочка%20экспресс%20шампунь&xsearch=true&xsearch=true&sort=popular,1.0,398.0,398.0,398.0,112.0,112.0,112.0,1.0,1.0,1.0,3.0,3.0,3.0,wb,83.0
3612,кашпо человечек,https://www.wildberries.ru/catalog/0/search.aspx?search=кашпо%20человечек&xsearch=true&xsearch=true&sort=popular,33.0,1074.1818181818182,409.0,3400.0,10.0,0.0,52.0,12.0,5.0,3.0,0.0,57.0,11.12121212121212,wb,93.0
3692,жир для обуви,https://www.wildberries.ru/catalog/0/search.aspx?search=жир%20для%20обуви&xsearch=true&xsearch=true&sort=popular,11.0,534.7272727272727,357.0,828.0,21.0,1.0,73.0,8.0,5.0,2.0,0.0,49.0,32.90909090909091,wb,79.0
3848,индола флюид,https://www.wildberries.ru/catalog/0/search.aspx?search=индола%20флюид&xsearch=true&xsearch=true&sort=popular,1.0,677.0,677.0,677.0,128.0,128.0,128.0,1.0,1.0,1.0,49.0,49.0,49.0,wb,95.0
4171,балетное трико из спандекса,https://www.wildberries.ru/catalog/0/search.aspx?search=балетное%20трико%20из%20спандекса&xsearch=true&xsearch=true&sort=popular,4.0,901.5,737.0,1069.0,85.0,8.0,146.0,4.0,4.0,4.0,0.0,53.0,14.0,ali,107.0
4173,каталка пчелка,https://www.wildberries.ru/catalog/0/search.aspx?search=каталка%20пчелка&xsearch=true&xsearch=true&sort=popular,24.0,1143.125,411.0,3907.0,12.0,0.0,90.0,15.0,2.0,2.0,0.0,66.0,34.875,wb,103.0
4213,климт по номерам,https://www.wildberries.ru/catalog/0/search.aspx?search=климт%20по%20номерам&xsearch=true&xsearch=true&sort=popular,13.0,1435.3846153846155,595.0,3933.0,73.0,0.0,803.0,2.0,2.0,2.0,0.0,71.0,36.384615384615394,wb,260.0
4441,подушка ракушка,https://www.wildberries.ru/catalog/0/search.aspx?search=подушка%20ракушка&xsearch=true&xsearch=true&sort=popular,14.0,1211.857142857143,706.0,2261.0,863.0,0.0,7061.0,14.0,14.0,14.0,41.0,83.0,50.714285714285715,wb,1546.0
4531,пирамида шестеренка,https://www.wildberries.ru/catalog/0/search.aspx?search=пирамида%20шестеренка&xsearch=true&xsearch=true&sort=popular,6.0,1008.5,389.0,1990.0,34.0,1.0,131.0,4.0,4.0,1.0,5.0,78.0,38.333333333333336,wb,107.0
4547,эспандер 55 кг,https://www.wildberries.ru/catalog/0/search.aspx?search=эспандер%2055%20кг&xsearch=true&xsearch=true&sort=popular,9.0,1351.3333333333333,370.0,2182.0,18.0,0.0,138.0,1.0,1.0,1.0,5.0,62.0,29.222222222222218,wb,120.0
4682,мягкая игрушка олаф,https://www.wildberries.ru/catalog/0/search.aspx?search=мягкая%20игрушка%20олаф&xsearch=true&xsearch=true&sort=popular,18.0,1421.0555555555554,371.0,3678.0,837.0,0.0,4828.0,17.0,17.0,17.0,0.0,56.0,33.94444444444444,wb,1091.0
4717,липикар молочко,https://www.wildberries.ru/catalog/0/search.aspx?search=липикар%20молочко&xsearch=true&xsearch=true&sort=popular,4.0,1230.0,916.0,1636.0,206.0,0.0,664.0,2.0,2.0,2.0,11.0,30.0,21.5,wb,225.0
4767,карандаш для губ пупа 004,https://www.wildberries.ru/catalog/0/search.aspx?search=карандаш%20для%20губ%20пупа%20004&xsearch=true&xsearch=true&sort=popular,12.0,486.33333333333326,462.0,609.0,126.0,4.0,622.0,10.0,7.0,6.0,0.0,24.0,20.416666666666668,wb,191.0
