index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,market,lot_size_65_days
318993,фемилак,https://www.wildberries.ru/catalog/0/search.aspx?search=фемилак&xsearch=true&xsearch=true&sort=popular,2.0,634.0,527.0,741.0,403.0,176.0,630.0,2.0,2.0,2.0,6.0,18.0,12.0,wb,198.0
319040,капли распутница,https://www.wildberries.ru/catalog/0/search.aspx?search=капли%20распутница&xsearch=true&xsearch=true&sort=popular,9.0,791.7777777777777,413.0,1750.0,63.0,0.0,176.0,7.0,7.0,7.0,0.0,76.0,51.444444444444436,wb,109.0
319106,botanicals дикий шафран,https://www.wildberries.ru/catalog/0/search.aspx?search=botanicals%20дикий%20шафран&xsearch=true&xsearch=true&sort=popular,3.0,579.0,555.0,619.0,58.0,40.0,83.0,3.0,3.0,3.0,25.0,28.0,26.33333333333333,wb,83.0
319137,постельное белье арфа евро,https://www.wildberries.ru/catalog/0/search.aspx?search=постельное%20белье%20арфа%20евро&xsearch=true&xsearch=true&sort=popular,70.0,2423.9142857142856,1883.0,2492.0,7.0,0.0,48.0,36.0,9.0,9.0,59.0,69.0,59.14285714285714,wb,137.0
319148,аравия сливки,https://www.wildberries.ru/catalog/0/search.aspx?search=аравия%20сливки&xsearch=true&xsearch=true&sort=popular,4.0,442.5,429.0,463.0,261.0,156.0,347.0,4.0,4.0,4.0,35.0,37.0,35.5,wb,133.0
319151,словодел магнитный,https://www.wildberries.ru/catalog/0/search.aspx?search=словодел%20магнитный&xsearch=true&xsearch=true&sort=popular,22.0,865.5909090909091,416.0,2063.0,45.0,0.0,249.0,18.0,18.0,18.0,0.0,51.0,31.13636363636364,wb,127.0
319194,тент для мотоцикл,https://www.wildberries.ru/catalog/0/search.aspx?search=тент%20для%20мотоцикл&xsearch=true&xsearch=true&sort=popular,68.0,2191.7352941176473,1158.0,3870.0,12.0,0.0,108.0,65.0,58.0,58.0,0.0,58.0,18.294117647058822,wb,142.0
319505,белек мягкая игрушка,https://www.wildberries.ru/catalog/0/search.aspx?search=белек%20мягкая%20игрушка&xsearch=true&xsearch=true&sort=popular,27.0,1098.4074074074074,382.0,2904.0,538.0,0.0,4751.0,27.0,27.0,27.0,0.0,60.0,37.7037037037037,wb,1065.0
319588,вербер танатонавты,https://www.wildberries.ru/catalog/0/search.aspx?search=вербер%20танатонавты&xsearch=true&xsearch=true&sort=popular,2.0,504.5,492.0,517.0,38.0,31.0,45.0,2.0,2.0,2.0,36.0,36.0,36.0,wb,72.0
319605,книга бабушкина магия,https://www.wildberries.ru/catalog/0/search.aspx?search=книга%20бабушкина%20магия&xsearch=true&xsearch=true&sort=popular,9.0,726.8888888888888,362.0,980.0,17.0,0.0,135.0,3.0,1.0,1.0,0.0,55.0,30.0,wb,98.0
319606,все произведения школьной программы в кратком изложении,https://www.wildberries.ru/catalog/0/search.aspx?search=все%20произведения%20школьной%20программы%20в%20кратком%20изложении&xsearch=true&xsearch=true&sort=popular,1.0,527.0,527.0,527.0,332.0,332.0,332.0,1.0,1.0,1.0,52.0,52.0,52.0,wb,132.0
319623,альганика сыворотка,https://www.wildberries.ru/catalog/0/search.aspx?search=альганика%20сыворотка&xsearch=true&xsearch=true&sort=popular,3.0,571.6666666666666,548.0,619.0,23.0,7.0,43.0,2.0,1.0,1.0,35.0,35.0,35.0,wb,74.0
319829,ночник череп,https://www.wildberries.ru/catalog/0/search.aspx?search=ночник%20череп&xsearch=true&xsearch=true&sort=popular,6.0,1203.8333333333333,1089.0,1400.0,19.0,0.0,63.0,2.0,2.0,2.0,20.0,59.0,39.0,wb,100.0
319853,adilette,https://www.wildberries.ru/catalog/0/search.aspx?search=adilette&xsearch=true&xsearch=true&sort=popular,66.0,2012.9545454545453,849.0,4099.0,57.0,0.0,622.0,49.0,49.0,37.0,18.0,57.0,32.74242424242424,wb,242.0
320079,биокератиновый гель,https://www.wildberries.ru/catalog/0/search.aspx?search=биокератиновый%20гель&xsearch=true&xsearch=true&sort=popular,5.0,770.2,450.0,1686.0,102.0,15.0,280.0,4.0,4.0,2.0,39.0,51.0,47.2,wb,130.0
320098,сковорода мечта 24 см,https://www.wildberries.ru/catalog/0/search.aspx?search=сковорода%20мечта%2024%20см&xsearch=true&xsearch=true&sort=popular,88.0,1720.1363636363635,1190.0,2712.0,7.0,0.0,61.0,81.0,81.0,81.0,0.0,72.0,48.17045454545455,wb,116.0
320188,термос мини,https://www.wildberries.ru/catalog/0/search.aspx?search=термос%20мини&xsearch=true&xsearch=true&sort=popular,40.0,1017.875,403.0,2449.0,9.0,0.0,168.0,15.0,6.0,1.0,0.0,81.0,34.55,wb,115.0
320201,карта памяти 64gb,https://www.wildberries.ru/catalog/0/search.aspx?search=карта%20памяти%2064gb&xsearch=true&xsearch=true&sort=popular,71.0,1064.0,461.0,4058.0,78.0,0.0,2681.0,69.0,69.0,69.0,0.0,79.0,22.95774647887324,wb,636.0
320230,лосины для девочки единорог,https://www.wildberries.ru/catalog/0/search.aspx?search=лосины%20для%20девочки%20единорог&xsearch=true&xsearch=true&sort=popular,5.0,952.6,663.0,1150.0,19.0,0.0,69.0,4.0,3.0,3.0,20.0,70.0,44.4,wb,92.0
