index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,категория
138028,акула игрушка фиолетовая,https://www.wildberries.ru/catalog/0/search.aspx?search=акула%20игрушка%20фиолетовая&xsearch=true&xsearch=true&sort=popular,19.0,1397.157894736842,383.0,2905.0,7.0,0.0,54.0,9.0,2.0,2.0,,,,
138035,утюжок harizma,https://www.wildberries.ru/catalog/0/search.aspx?search=утюжок%20harizma&xsearch=true&xsearch=true&sort=popular,9.0,2007.0,1368.0,2306.0,16.0,1.0,48.0,6.0,4.0,3.0,,,,утюжок
138044,насадка для швабры vileda,https://www.wildberries.ru/catalog/0/search.aspx?search=насадка%20для%20швабры%20vileda&xsearch=true&xsearch=true&sort=popular,12.0,1003.6666666666665,468.0,2595.0,142.0,0.0,460.0,12.0,11.0,9.0,,,,насадка
138054,eligio вилки,https://www.wildberries.ru/catalog/0/search.aspx?search=eligio%20вилки&xsearch=true&xsearch=true&sort=popular,5.0,417.2,360.0,506.0,23.0,3.0,61.0,4.0,4.0,2.0,54.0,72.0,63.2,вилка
138061,sylvanian families малыши,https://www.wildberries.ru/catalog/0/search.aspx?search=sylvanian%20families%20малыши&xsearch=true&xsearch=true&sort=popular,6.0,1252.1666666666667,679.0,2499.0,57.0,0.0,100.0,6.0,6.0,5.0,,,,малыш
138062,sylvanian families кровать,https://www.wildberries.ru/catalog/0/search.aspx?search=sylvanian%20families%20кровать&xsearch=true&xsearch=true&sort=popular,3.0,787.3333333333335,679.0,934.0,102.0,24.0,180.0,4.0,4.0,4.0,,,,кровать
138125,этажерка ладья 2,https://www.wildberries.ru/catalog/0/search.aspx?search=этажерка%20ладья%202&xsearch=true&xsearch=true&sort=popular,8.0,1935.125,1780.0,2460.0,250.0,3.0,1388.0,8.0,7.0,4.0,,,,ладья этажерка
138135,refectocil,https://www.wildberries.ru/catalog/0/search.aspx?search=refectocil&xsearch=true&xsearch=true&sort=popular,58.0,738.6379310344827,457.0,2760.0,73.0,0.0,1261.0,30.0,30.0,20.0,,,,
138226,авто знак новичок,https://www.wildberries.ru/catalog/0/search.aspx?search=авто%20знак%20новичок&xsearch=true&xsearch=true&sort=popular,1.0,451.0,451.0,451.0,103.0,103.0,103.0,2.0,2.0,2.0,59.0,59.0,59.0,авто
138239,основы академического,https://www.wildberries.ru/catalog/0/search.aspx?search=основы%20академического&xsearch=true&xsearch=true&sort=popular,4.0,964.25,598.0,1278.0,65.0,0.0,192.0,3.0,3.0,3.0,,,,основа
138251,тушь для ресниц isadora,https://www.wildberries.ru/catalog/0/search.aspx?search=тушь%20для%20ресниц%20isadora&xsearch=true&xsearch=true&sort=popular,25.0,770.4,493.0,1044.0,35.0,2.0,229.0,19.0,18.0,15.0,5.0,46.0,14.76,тушь
138287,montero кальсоны,https://www.wildberries.ru/catalog/0/search.aspx?search=montero%20кальсоны&xsearch=true&xsearch=true&sort=popular,21.0,1062.1904761904761,667.0,1896.0,11.0,0.0,89.0,11.0,11.0,2.0,20.0,53.0,33.333333333333336,
138295,живи легко книга,https://www.wildberries.ru/catalog/0/search.aspx?search=живи%20легко%20книга&xsearch=true&xsearch=true&sort=popular,3.0,569.3333333333334,465.0,766.0,44.0,2.0,79.0,3.0,3.0,3.0,24.0,29.0,26.0,книга
138378,nels варежки,https://www.wildberries.ru/catalog/0/search.aspx?search=nels%20варежки&xsearch=true&xsearch=true&sort=popular,65.0,726.6,514.0,1313.0,4.0,0.0,120.0,22.0,22.0,22.0,15.0,51.0,41.96923076923077,варежка
138379,b5 aqualen,https://www.wildberries.ru/catalog/0/search.aspx?search=b5%20aqualen&xsearch=true&xsearch=true&sort=popular,4.0,941.0,591.0,1185.0,135.0,18.0,442.0,5.0,5.0,5.0,3.0,27.0,13.5,
138381,аквафор ультра,https://www.wildberries.ru/catalog/0/search.aspx?search=аквафор%20ультра&xsearch=true&xsearch=true&sort=popular,4.0,638.25,530.0,902.0,17.0,0.0,47.0,3.0,3.0,3.0,,,,ультра аквафор
138389,сковорода блинная гранит,https://www.wildberries.ru/catalog/0/search.aspx?search=сковорода%20блинная%20гранит&xsearch=true&xsearch=true&sort=popular,26.0,1652.5769230769229,781.0,2058.0,17.0,0.0,70.0,21.0,12.0,9.0,30.0,48.0,32.53846153846154,сковорода
138399,крем для лица avene,https://www.wildberries.ru/catalog/0/search.aspx?search=крем%20для%20лица%20avene&xsearch=true&xsearch=true&sort=popular,43.0,1790.3488372093025,861.0,2968.0,24.0,0.0,109.0,43.0,29.0,29.0,5.0,47.0,26.465116279069772,крем
138401,avene antirougeurs,https://www.wildberries.ru/catalog/0/search.aspx?search=avene%20antirougeurs&xsearch=true&xsearch=true&sort=popular,6.0,1729.0,1195.0,2311.0,31.0,14.0,91.0,7.0,5.0,5.0,,,,
138403,сухой шампунь klorane,https://www.wildberries.ru/catalog/0/search.aspx?search=сухой%20шампунь%20klorane&xsearch=true&xsearch=true&sort=popular,14.0,921.7142857142856,375.0,1704.0,42.0,4.0,106.0,15.0,15.0,9.0,,,,шампунь сухой
138423,l'oreal paris matte signature,https://www.wildberries.ru/catalog/0/search.aspx?search=l'oreal%20paris%20matte%20signature&xsearch=true&xsearch=true&sort=popular,9.0,538.4444444444445,464.0,837.0,140.0,26.0,728.0,10.0,10.0,10.0,20.0,36.0,30.11111111111111,
138489,sharovapro,https://www.wildberries.ru/catalog/0/search.aspx?search=sharovapro&xsearch=true&xsearch=true&sort=popular,49.0,1155.3061224489795,525.0,1851.0,42.0,1.0,149.0,48.0,32.0,29.0,36.0,47.0,39.061224489795926,
138490,sharovapro сыворотка,https://www.wildberries.ru/catalog/0/search.aspx?search=sharovapro%20сыворотка&xsearch=true&xsearch=true&sort=popular,8.0,1434.375,1255.0,1851.0,56.0,5.0,127.0,8.0,8.0,8.0,38.0,42.0,40.25,сыворотка
138506,вороток шарнирный,https://www.wildberries.ru/catalog/0/search.aspx?search=вороток%20шарнирный&xsearch=true&xsearch=true&sort=popular,23.0,1153.3478260869565,401.0,2766.0,37.0,0.0,400.0,14.0,14.0,14.0,,,,шарнирный вороток
138524,турка taller,https://www.wildberries.ru/catalog/0/search.aspx?search=турка%20taller&xsearch=true&xsearch=true&sort=popular,3.0,1140.6666666666667,1047.0,1286.0,32.0,21.0,52.0,4.0,4.0,2.0,25.0,25.0,25.0,турок
138527,форма для выпечки багетов,https://www.wildberries.ru/catalog/0/search.aspx?search=форма%20для%20выпечки%20багетов&xsearch=true&xsearch=true&sort=popular,5.0,1187.2,560.0,1712.0,22.0,3.0,55.0,5.0,5.0,5.0,5.0,57.0,32.2,форма
138685,top secret гель,https://www.wildberries.ru/catalog/0/search.aspx?search=top%20secret%20гель&xsearch=true&xsearch=true&sort=popular,2.0,680.5,521.0,840.0,216.0,10.0,421.0,2.0,2.0,2.0,40.0,52.0,46.0,гель
138758,тампоны органические,https://www.wildberries.ru/catalog/0/search.aspx?search=тампоны%20органические&xsearch=true&xsearch=true&sort=popular,12.0,598.3333333333334,437.0,763.0,27.0,3.0,70.0,8.0,8.0,7.0,,,,тампон
138760,тампоны masmi,https://www.wildberries.ru/catalog/0/search.aspx?search=тампоны%20masmi&xsearch=true&xsearch=true&sort=popular,7.0,538.4285714285714,437.0,579.0,42.0,19.0,70.0,8.0,8.0,5.0,,,,тампон
138781,l'oreal professional кондиционер,https://www.wildberries.ru/catalog/0/search.aspx?search=l'oreal%20professional%20кондиционер&xsearch=true&xsearch=true&sort=popular,14.0,1199.0,883.0,1595.0,192.0,0.0,965.0,9.0,9.0,9.0,,,,кондиционер
138857,ваза для выращивания авокадо,https://www.wildberries.ru/catalog/0/search.aspx?search=ваза%20для%20выращивания%20авокадо&xsearch=true&xsearch=true&sort=popular,1.0,1496.0,1496.0,1496.0,71.0,71.0,71.0,2.0,2.0,2.0,40.0,40.0,40.0,ваза
138899,свиток папе,https://www.wildberries.ru/catalog/0/search.aspx?search=свиток%20папе&xsearch=true&xsearch=true&sort=popular,13.0,702.3846153846154,552.0,1156.0,6.0,0.0,41.0,3.0,3.0,2.0,25.0,38.0,30.23076923076923,свиток
138912,"система для уборки miley light mop ведро с отжимом и шваброй (100-144), miley","https://www.wildberries.ru/catalog/0/search.aspx?search=система%20для%20уборки%20miley%20light%20mop%20ведро%20с%20отжимом%20и%20шваброй%20(100-144),%20miley&xsearch=true&xsearch=true&sort=popular",1.0,1306.0,1306.0,1306.0,2197.0,2197.0,2197.0,2.0,2.0,2.0,81.0,81.0,81.0,система
