index_label,ключевые слова,url,кол-во аналогов,средняя цена,минимальная цена,максимальная цена,mean продаж за месяц,min продаж за месяц,max продаж за месяц,min pos > 10,min pos > 20,min pos > 30,min_discount,max_discount,mean_discount,категория
358769,uriage стик,https://www.wildberries.ru/catalog/0/search.aspx?search=uriage%20стик&xsearch=true&xsearch=true&sort=popular,6.0,605.0,467.0,786.0,85.0,17.0,170.0,7.0,7.0,6.0,,,,
582888,бритва женская shai,https://www.wildberries.ru/catalog/0/search.aspx?search=бритва%20женская%20shai&xsearch=true&xsearch=true&sort=popular,1.0,604.0,604.0,604.0,65.0,65.0,65.0,2.0,2.0,2.0,36.0,36.0,36.0,бритва женский
582955,adarisa эфирное масло,https://www.wildberries.ru/catalog/0/search.aspx?search=adarisa%20эфирное%20масло&xsearch=true&xsearch=true&sort=popular,42.0,747.1190476190477,386.0,1587.0,14.0,0.0,55.0,28.0,14.0,10.0,62.0,75.0,66.23809523809524,масло
582982,muneca,https://www.wildberries.ru/catalog/0/search.aspx?search=muneca&xsearch=true&xsearch=true&sort=popular,36.0,1639.2777777777774,616.0,2916.0,54.0,0.0,190.0,36.0,36.0,22.0,40.0,73.0,56.66666666666666,
583005,мияги и эндшпиль,https://www.wildberries.ru/catalog/0/search.aspx?search=мияги%20и%20эндшпиль&xsearch=true&xsearch=true&sort=popular,3.0,1289.6666666666667,749.0,1560.0,389.0,1.0,1152.0,3.0,3.0,3.0,25.0,73.0,46.0,эндшпиль мияга
583057,шоппер mf,https://www.wildberries.ru/catalog/0/search.aspx?search=шоппер%20mf&xsearch=true&xsearch=true&sort=popular,14.0,764.0714285714287,658.0,823.0,24.0,0.0,234.0,4.0,4.0,3.0,,,,шоппер
583108,ящик кристалл,https://www.wildberries.ru/catalog/0/search.aspx?search=ящик%20кристалл&xsearch=true&xsearch=true&sort=popular,6.0,878.8333333333335,511.0,1300.0,18.0,0.0,40.0,7.0,7.0,7.0,40.0,55.0,47.83333333333334,ящик кристалл
583169,la maison d'alep,https://www.wildberries.ru/catalog/0/search.aspx?search=la%20maison%20d'alep&xsearch=true&xsearch=true&sort=popular,1.0,1525.0,1525.0,1525.0,62.0,62.0,62.0,2.0,2.0,2.0,62.0,62.0,62.0,
583189,mold maker,https://www.wildberries.ru/catalog/0/search.aspx?search=mold%20maker&xsearch=true&xsearch=true&sort=popular,1.0,437.0,437.0,437.0,62.0,62.0,62.0,2.0,2.0,2.0,30.0,30.0,30.0,
583190,материал для снятия слепка,https://www.wildberries.ru/catalog/0/search.aspx?search=материал%20для%20снятия%20слепка&xsearch=true&xsearch=true&sort=popular,2.0,656.0,437.0,875.0,31.0,0.0,62.0,2.0,2.0,2.0,30.0,65.0,47.5,материал
583212,автокресло roller,https://www.wildberries.ru/catalog/0/search.aspx?search=автокресло%20roller&xsearch=true&xsearch=true&sort=popular,8.0,788.0,788.0,788.0,130.0,9.0,376.0,8.0,8.0,8.0,24.0,24.0,24.0,автокресло
583237,сыворотка лора,https://www.wildberries.ru/catalog/0/search.aspx?search=сыворотка%20лора&xsearch=true&xsearch=true&sort=popular,2.0,1174.5,854.0,1495.0,35.0,19.0,50.0,3.0,3.0,3.0,10.0,10.0,10.0,сыворотка
583271,кокосовый урбеч 1 кг,https://www.wildberries.ru/catalog/0/search.aspx?search=кокосовый%20урбеч%201%20кг&xsearch=true&xsearch=true&sort=popular,4.0,1218.0,629.0,2100.0,320.0,1.0,1077.0,4.0,4.0,4.0,16.0,53.0,37.0,кг кокосовый
583289,маска виватон,https://www.wildberries.ru/catalog/0/search.aspx?search=маска%20виватон&xsearch=true&xsearch=true&sort=popular,28.0,775.0714285714287,397.0,1486.0,18.0,0.0,92.0,29.0,29.0,23.0,23.0,58.0,37.5,маска
583295,мышь светящаяся,https://www.wildberries.ru/catalog/0/search.aspx?search=мышь%20светящаяся&xsearch=true&xsearch=true&sort=popular,22.0,1015.9090909090908,557.0,2205.0,174.0,0.0,862.0,20.0,19.0,19.0,3.0,64.0,36.81818181818182,мышь
583307,detox carbon cleanser,https://www.wildberries.ru/catalog/0/search.aspx?search=detox%20carbon%20cleanser&xsearch=true&xsearch=true&sort=popular,1.0,827.0,827.0,827.0,463.0,463.0,463.0,2.0,2.0,2.0,,,,
583345,бьюти повязка,https://www.wildberries.ru/catalog/0/search.aspx?search=бьюти%20повязка&xsearch=true&xsearch=true&sort=popular,22.0,1115.5,400.0,2201.0,84.0,0.0,634.0,14.0,14.0,14.0,30.0,73.0,48.0,повязка бьютя
583379,съедобные пластилин,https://www.wildberries.ru/catalog/0/search.aspx?search=съедобные%20пластилин&xsearch=true&xsearch=true&sort=popular,3.0,495.0,457.0,550.0,29.0,2.0,52.0,3.0,3.0,3.0,,,,пластилин съедобный
583415,чистящий карандаш,https://www.wildberries.ru/catalog/0/search.aspx?search=чистящий%20карандаш&xsearch=true&xsearch=true&sort=popular,2.0,851.0,390.0,1312.0,24.0,0.0,48.0,2.0,2.0,2.0,15.0,25.0,20.0,карандаш чистить
583424,aquamed,https://www.wildberries.ru/catalog/0/search.aspx?search=aquamed&xsearch=true&xsearch=true&sort=popular,3.0,916.6666666666664,400.0,1700.0,49.0,49.0,49.0,3.0,3.0,3.0,,,,
583486,стол длинный,https://www.wildberries.ru/catalog/0/search.aspx?search=стол%20длинный&xsearch=true&xsearch=true&sort=popular,4.0,744.0,559.0,1019.0,35.0,0.0,113.0,3.0,3.0,2.0,,,,стол длинный
583499,old spice / подарочный набор для мужчин,https://www.wildberries.ru/catalog/0/search.aspx?search=old%20spice%20/%20подарочный%20набор%20для%20мужчин&xsearch=true&xsearch=true&sort=popular,9.0,586.8888888888888,366.0,1458.0,124.0,21.0,489.0,10.0,10.0,10.0,5.0,13.0,8.11111111111111,набор
583563,бейсболка майнкрафт,https://www.wildberries.ru/catalog/0/search.aspx?search=бейсболка%20майнкрафт&xsearch=true&xsearch=true&sort=popular,47.0,856.0851063829788,600.0,2456.0,8.0,0.0,113.0,6.0,5.0,3.0,,,,майнкрафт
583582,ушная свеча,https://www.wildberries.ru/catalog/0/search.aspx?search=ушная%20свеча&xsearch=true&xsearch=true&sort=popular,3.0,450.0,360.0,603.0,79.0,10.0,201.0,3.0,3.0,3.0,15.0,60.0,44.0,свеча ушной
583584,"все свободны: история о том, как в 1996 году в россии закончились выборы","https://www.wildberries.ru/catalog/0/search.aspx?search=все%20свободны:%20история%20о%20том,%20как%20в%201996%20году%20в%20россии%20закончились%20выборы&xsearch=true&xsearch=true&sort=popular",2.0,410.5,379.0,442.0,75.0,0.0,149.0,2.0,2.0,2.0,,,,история
583617,конфеты космические,https://www.wildberries.ru/catalog/0/search.aspx?search=конфеты%20космические&xsearch=true&xsearch=true&sort=popular,5.0,925.8,472.0,1424.0,37.0,6.0,90.0,5.0,5.0,3.0,35.0,65.0,51.4,конфета
583637,gold fly,https://www.wildberries.ru/catalog/0/search.aspx?search=gold%20fly&xsearch=true&xsearch=true&sort=popular,9.0,445.5555555555555,365.0,514.0,7.0,0.0,43.0,2.0,2.0,2.0,40.0,50.0,43.33333333333334,
583693,jagga марина,https://www.wildberries.ru/catalog/0/search.aspx?search=jagga%20марина&xsearch=true&xsearch=true&sort=popular,70.0,1666.2285714285715,420.0,2879.0,3.0,0.0,49.0,27.0,4.0,4.0,,,,марина
583706,"beautific автозагар для лица с гиалуроновой кислотой и алоэ-вера tan drops, капли 30 мл","https://www.wildberries.ru/catalog/0/search.aspx?search=beautific%20автозагар%20для%20лица%20с%20гиалуроновой%20кислотой%20и%20алоэ-вера%20tan%20drops,%20капли%2030%20мл&xsearch=true&xsearch=true&sort=popular",1.0,953.0,953.0,953.0,203.0,203.0,203.0,2.0,2.0,2.0,53.0,53.0,53.0,автозагар алоэ
583740,mi body 2,https://www.wildberries.ru/catalog/0/search.aspx?search=mi%20body%202&xsearch=true&xsearch=true&sort=popular,16.0,2132.6875,711.0,2992.0,521.0,0.0,6287.0,15.0,8.0,8.0,,,,
583743,гирлянда штора теплый свет,https://www.wildberries.ru/catalog/0/search.aspx?search=гирлянда%20штора%20теплый%20свет&xsearch=true&xsearch=true&sort=popular,10.0,1440.3,775.0,2020.0,13.0,0.0,84.0,4.0,2.0,2.0,,,,гирлянда
583809,электрическая зубная щетка philips sonicare for kids hx6311/07 для детей,https://www.wildberries.ru/catalog/0/search.aspx?search=электрическая%20зубная%20щетка%20philips%20sonicare%20for%20kids%20hx6311/07%20для%20детей&xsearch=true&xsearch=true&sort=popular,1.0,2796.0,2796.0,2796.0,809.0,809.0,809.0,2.0,2.0,2.0,49.0,49.0,49.0,зубной электрический
583829,тонер для лица secret key,https://www.wildberries.ru/catalog/0/search.aspx?search=тонер%20для%20лица%20secret%20key&xsearch=true&xsearch=true&sort=popular,73.0,772.082191780822,352.0,1869.0,25.0,0.0,448.0,68.0,65.0,65.0,,,,тонер
583845,настольная лампа для мальчика,https://www.wildberries.ru/catalog/0/search.aspx?search=настольная%20лампа%20для%20мальчика&xsearch=true&xsearch=true&sort=popular,19.0,1581.0,762.0,2794.0,9.0,0.0,46.0,5.0,5.0,5.0,,,,лампа настольный
583863,герметическое таро,https://www.wildberries.ru/catalog/0/search.aspx?search=герметическое%20таро&xsearch=true&xsearch=true&sort=popular,6.0,921.8333333333336,387.0,2490.0,59.0,0.0,257.0,5.0,5.0,4.0,,,,таро герметический
583873,губка для пальцев,https://www.wildberries.ru/catalog/0/search.aspx?search=губка%20для%20пальцев&xsearch=true&xsearch=true&sort=popular,1.0,1003.0,1003.0,1003.0,2116.0,2116.0,2116.0,2.0,2.0,2.0,3.0,3.0,3.0,губка
583942,подарочный складной ящик,https://www.wildberries.ru/catalog/0/search.aspx?search=подарочный%20складной%20ящик&xsearch=true&xsearch=true&sort=popular,46.0,633.7391304347826,372.0,742.0,16.0,0.0,134.0,40.0,31.0,31.0,,,,ящик подарочный
